"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","free state","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","0"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","0"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","0"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","north west","Adults","0"
"Janssen Vaccines & Prevention B.V","western cape","Adults","0"
"Pfizer","eastern cape","12-17 Years","10"
"Pfizer","eastern cape","Adults","40"
"Pfizer","free state","12-17 Years","2"
"Pfizer","free state","Adults","21"
"Pfizer","gauteng","12-17 Years","51"
"Pfizer","gauteng","Adults","147"
"Pfizer","kwazulu-natal","12-17 Years","14"
"Pfizer","kwazulu-natal","Adults","47"
"Pfizer","limpopo","12-17 Years","7"
"Pfizer","limpopo","Adults","21"
"Pfizer","mpumalanga","12-17 Years","19"
"Pfizer","mpumalanga","Adults","44"
"Pfizer","northern cape","12-17 Years","2"
"Pfizer","northern cape","Adults","4"
"Pfizer","north west","12-17 Years","16"
"Pfizer","north west","Adults","37"
"Pfizer","western cape","12-17 Years","10"
"Pfizer","western cape","Adults","53"
