"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","904069"
"Janssen Vaccines & Prevention B.V","free state","Adults","480738"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1510412"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1214973"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1065647"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","802566"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","211590"
"Janssen Vaccines & Prevention B.V","north west","Adults","705469"
"Janssen Vaccines & Prevention B.V","western cape","Adults","740220"
"Pfizer","eastern cape","12-17 Years","83086"
"Pfizer","eastern cape","Adults","1101614"
"Pfizer","free state","12-17 Years","72535"
"Pfizer","free state","Adults","578997"
"Pfizer","gauteng","12-17 Years","160553"
"Pfizer","gauteng","Adults","3332257"
"Pfizer","kwazulu-natal","12-17 Years","104691"
"Pfizer","kwazulu-natal","Adults","1604869"
"Pfizer","limpopo","12-17 Years","80437"
"Pfizer","limpopo","Adults","860772"
"Pfizer","mpumalanga","12-17 Years","40628"
"Pfizer","mpumalanga","Adults","458394"
"Pfizer","northern cape","12-17 Years","9858"
"Pfizer","northern cape","Adults","188631"
"Pfizer","north west","12-17 Years","49076"
"Pfizer","north west","Adults","529310"
"Pfizer","western cape","12-17 Years","50370"
"Pfizer","western cape","Adults","1841785"
