"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","103056"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119985"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72215"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107631"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51467"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","166017"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212266"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90911"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81324"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76083"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153674"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144821"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33423"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","328195"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","561372"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102853"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","469499"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108102"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80174"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","345992"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58806"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","64012"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102914"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67824"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141922"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102859"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97627"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97092"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98916"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275437"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245711"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187249"
