"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","151","36","187"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14396","5416","19812"
"National","eastern cape","Amathole DM","Public Health","Male","12282","4465","16747"
"National","eastern cape","A Nzo DM","Public Health","Female","32162","16643","48805"
"National","eastern cape","A Nzo DM","Public Health","Male","28367","12996","41363"
"National","eastern cape","Buffalo City MM","Private Health","Female","2824","1158","3982"
"National","eastern cape","Buffalo City MM","Private Health","Male","2301","890","3191"
"National","eastern cape","Buffalo City MM","Public Health","Female","16388","9502","25890"
"National","eastern cape","Buffalo City MM","Public Health","Male","12918","6651","19569"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","155","76","231"
"National","eastern cape","C Hani DM","Public Health","Female","13809","3613","17422"
"National","eastern cape","C Hani DM","Public Health","Male","11111","2633","13744"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","653","362","1015"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","493","216","709"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7836","2717","10553"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7008","2194","9202"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4053","2037","6090"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3671","1706","5377"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15789","6480","22269"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12266","4593","16859"
"National","eastern cape","O Tambo DM","Private Health","Female","308","119","427"
"National","eastern cape","O Tambo DM","Private Health","Male","245","112","357"
"National","eastern cape","O Tambo DM","Public Health","Female","43777","16989","60766"
"National","eastern cape","O Tambo DM","Public Health","Male","36722","12690","49412"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1567","1076","2643"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1365","818","2183"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9604","5379","14983"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8065","4009","12074"
"National","free state","Fezile Dabi DM","Private Health","Female","471","340","811"
"National","free state","Fezile Dabi DM","Private Health","Male","448","284","732"
"National","free state","Fezile Dabi DM","Public Health","Female","13168","5018","18186"
"National","free state","Fezile Dabi DM","Public Health","Male","10759","3637","14396"
"National","free state","Lejweleputswa DM","Private Health","Female","3755","1446","5201"
"National","free state","Lejweleputswa DM","Private Health","Male","2999","1087","4086"
"National","free state","Lejweleputswa DM","Public Health","Female","14031","5288","19319"
"National","free state","Lejweleputswa DM","Public Health","Male","12044","3729","15773"
"National","free state","Mangaung MM","Private Health","Female","2955","1927","4882"
"National","free state","Mangaung MM","Private Health","Male","2426","1453","3879"
"National","free state","Mangaung MM","Public Health","Female","23417","13862","37279"
"National","free state","Mangaung MM","Public Health","Male","20900","11198","32098"
"National","free state","T Mofutsanyana DM","Private Health","Female","1837","1118","2955"
"National","free state","T Mofutsanyana DM","Private Health","Male","1577","910","2487"
"National","free state","T Mofutsanyana DM","Public Health","Female","26730","15432","42162"
"National","free state","T Mofutsanyana DM","Public Health","Male","22972","11639","34611"
"National","free state","Xhariep DM","Public Health","Female","4249","1195","5444"
"National","free state","Xhariep DM","Public Health","Male","3477","814","4291"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10729","6543","17272"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9909","5593","15502"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40648","15246","55894"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32213","11177","43390"
"National","gauteng","Johannesburg MM","Private Health","Female","25238","13642","38880"
"National","gauteng","Johannesburg MM","Private Health","Male","23053","11875","34928"
"National","gauteng","Johannesburg MM","Public Health","Female","46158","16764","62922"
"National","gauteng","Johannesburg MM","Public Health","Male","37404","13112","50516"
"National","gauteng","Sedibeng DM","Private Health","Female","1580","1008","2588"
"National","gauteng","Sedibeng DM","Private Health","Male","1413","684","2097"
"National","gauteng","Sedibeng DM","Public Health","Female","13709","5875","19584"
"National","gauteng","Sedibeng DM","Public Health","Male","10815","4524","15339"
"National","gauteng","Tshwane MM","Private Health","Female","11428","6582","18010"
"National","gauteng","Tshwane MM","Private Health","Male","10877","5964","16841"
"National","gauteng","Tshwane MM","Public Health","Female","39906","18621","58527"
"National","gauteng","Tshwane MM","Public Health","Male","30866","13100","43966"
"National","gauteng","West Rand DM","Private Health","Female","2167","1497","3664"
"National","gauteng","West Rand DM","Private Health","Male","1806","1224","3030"
"National","gauteng","West Rand DM","Public Health","Female","17425","8800","26225"
"National","gauteng","West Rand DM","Public Health","Male","14255","6582","20837"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","210","71","281"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","184","57","241"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6508","2819","9327"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4204","1739","5943"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11703","6873","18576"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10930","6120","17050"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14427","5530","19957"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11772","4436","16208"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","353","163","516"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","342","135","477"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12941","7745","20686"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10119","5609","15728"
"National","kwazulu-natal","iLembe DM","Private Health","Female","541","329","870"
"National","kwazulu-natal","iLembe DM","Private Health","Male","479","276","755"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8292","4121","12413"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4899","2206","7105"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","328","131","459"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","304","93","397"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12316","5028","17344"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","8002","3070","11072"
"National","kwazulu-natal","Ugu DM","Private Health","Female","893","552","1445"
"National","kwazulu-natal","Ugu DM","Private Health","Male","711","423","1134"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12328","5140","17468"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7970","2771","10741"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1600","834","2434"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1485","758","2243"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12534","4946","17480"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8749","3067","11816"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","24","6","30"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20400","10297","30697"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12929","5418","18347"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","57","18","75"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","33","13","46"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14810","6310","21120"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9124","3431","12555"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","280","120","400"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","181","75","256"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15187","6851","22038"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10257","4022","14279"
"National","kwazulu-natal","Zululand DM","Private Health","Female","59","7","66"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","24021","12804","36825"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17276","8103","25379"
"National","limpopo","Capricorn DM","Private Health","Female","2582","1387","3969"
"National","limpopo","Capricorn DM","Private Health","Male","2112","1041","3153"
"National","limpopo","Capricorn DM","Public Health","Female","34447","14119","48566"
"National","limpopo","Capricorn DM","Public Health","Male","29638","10676","40314"
"National","limpopo","Mopani DM","Private Health","Female","956","471","1427"
"National","limpopo","Mopani DM","Private Health","Male","838","396","1234"
"National","limpopo","Mopani DM","Public Health","Female","36387","12594","48981"
"National","limpopo","Mopani DM","Public Health","Male","29936","9054","38990"
"National","limpopo","Sekhukhune DM","Private Health","Female","884","463","1347"
"National","limpopo","Sekhukhune DM","Private Health","Male","889","360","1249"
"National","limpopo","Sekhukhune DM","Public Health","Female","25468","9572","35040"
"National","limpopo","Sekhukhune DM","Public Health","Male","24945","8069","33014"
"National","limpopo","Vhembe DM","Private Health","Female","5845","2476","8321"
"National","limpopo","Vhembe DM","Private Health","Male","4020","1457","5477"
"National","limpopo","Vhembe DM","Public Health","Female","32316","10256","42572"
"National","limpopo","Vhembe DM","Public Health","Male","26907","7328","34235"
"National","limpopo","Waterberg DM","Private Health","Female","1235","510","1745"
"National","limpopo","Waterberg DM","Private Health","Male","1120","434","1554"
"National","limpopo","Waterberg DM","Public Health","Female","16540","6501","23041"
"National","limpopo","Waterberg DM","Public Health","Male","13773","4755","18528"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","2011","938","2949"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1712","837","2549"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","46004","18974","64978"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","35060","12295","47355"
"National","mpumalanga","G Sibande DM","Private Health","Female","696","267","963"
"National","mpumalanga","G Sibande DM","Private Health","Male","590","246","836"
"National","mpumalanga","G Sibande DM","Public Health","Female","15421","5978","21399"
"National","mpumalanga","G Sibande DM","Public Health","Male","11877","4051","15928"
"National","mpumalanga","Nkangala DM","Private Health","Female","1050","439","1489"
"National","mpumalanga","Nkangala DM","Private Health","Male","1005","396","1401"
"National","mpumalanga","Nkangala DM","Public Health","Female","16035","6164","22199"
"National","mpumalanga","Nkangala DM","Public Health","Male","16699","5154","21853"
"National","northern cape","Frances Baard DM","Private Health","Female","1229","619","1848"
"National","northern cape","Frances Baard DM","Private Health","Male","1168","503","1671"
"National","northern cape","Frances Baard DM","Public Health","Female","6377","3105","9482"
"National","northern cape","Frances Baard DM","Public Health","Male","5154","2312","7466"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","315","195","510"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","272","143","415"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3225","1172","4397"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2471","877","3348"
"National","northern cape","Namakwa DM","Private Health","Female","167","98","265"
"National","northern cape","Namakwa DM","Private Health","Male","152","71","223"
"National","northern cape","Namakwa DM","Public Health","Female","1547","570","2117"
"National","northern cape","Namakwa DM","Public Health","Male","1226","432","1658"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3599","1593","5192"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2751","1143","3894"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","315","109","424"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","263","76","339"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3661","1537","5198"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2895","1079","3974"
"National","north west","Bojanala Platinum DM","Private Health","Female","2435","1169","3604"
"National","north west","Bojanala Platinum DM","Private Health","Male","2214","962","3176"
"National","north west","Bojanala Platinum DM","Public Health","Female","29830","12296","42126"
"National","north west","Bojanala Platinum DM","Public Health","Male","24558","8977","33535"
"National","north west","Dr K Kaunda DM","Private Health","Female","1348","659","2007"
"National","north west","Dr K Kaunda DM","Private Health","Male","1146","530","1676"
"National","north west","Dr K Kaunda DM","Public Health","Female","12596","4428","17024"
