"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","20"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","88"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","108"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","4"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","21"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","27"
"Janssen Vaccines & Prevention B.V","north west","Adults","115"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1"
"Pfizer","eastern cape","12-17 Years","4"
"Pfizer","eastern cape","Adults","24"
"Pfizer","free state","12-17 Years","0"
"Pfizer","free state","Adults","2"
"Pfizer","gauteng","12-17 Years","33"
"Pfizer","gauteng","Adults","156"
"Pfizer","kwazulu-natal","12-17 Years","64"
"Pfizer","kwazulu-natal","Adults","178"
"Pfizer","limpopo","12-17 Years","8"
"Pfizer","limpopo","Adults","16"
"Pfizer","mpumalanga","12-17 Years","15"
"Pfizer","mpumalanga","Adults","6"
"Pfizer","northern cape","12-17 Years","4"
"Pfizer","northern cape","Adults","15"
"Pfizer","north west","12-17 Years","46"
"Pfizer","north west","Adults","57"
"Pfizer","western cape","12-17 Years","1"
"Pfizer","western cape","Adults","3"
