"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","20","0","39","59"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","88","0","133","221"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","108","0","110","218"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","4","0","7","11"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","21","0","36","57"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","27","0","34","61"
"Janssen Vaccines & Prevention B.V","north west","Adults","115","0","249","364"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1","0","0","1"
"Pfizer","eastern cape","12-17 Years","42","4","0","46"
"Pfizer","eastern cape","Adults","25","24","23","72"
"Pfizer","free state","12-17 Years","1","0","0","1"
"Pfizer","free state","Adults","1","2","2","5"
"Pfizer","gauteng","12-17 Years","26","33","0","59"
"Pfizer","gauteng","Adults","98","156","234","488"
"Pfizer","kwazulu-natal","12-17 Years","78","64","0","142"
"Pfizer","kwazulu-natal","Adults","129","178","193","500"
"Pfizer","limpopo","12-17 Years","13","8","0","21"
"Pfizer","limpopo","Adults","11","16","17","44"
"Pfizer","mpumalanga","12-17 Years","16","15","0","31"
"Pfizer","mpumalanga","Adults","3","6","10","19"
"Pfizer","northern cape","12-17 Years","6","4","0","10"
"Pfizer","northern cape","Adults","11","15","19","45"
"Pfizer","north west","12-17 Years","50","46","0","96"
"Pfizer","north west","Adults","35","57","124","216"
"Pfizer","western cape","12-17 Years","4","1","0","5"
"Pfizer","western cape","Adults","6","3","3","12"
