"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","92","0","150","242"
"Janssen Vaccines & Prevention B.V","free state","Adults","54","0","95","149"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","295","0","189","484"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","128","0","107","235"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","74","0","115","189"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","112","0","83","195"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","10","0","9","19"
"Janssen Vaccines & Prevention B.V","north west","Adults","83","0","82","165"
"Janssen Vaccines & Prevention B.V","western cape","Adults","95","0","60","155"
"Pfizer","eastern cape","12-17 Years","708","502","0","1210"
"Pfizer","eastern cape","Adults","252","341","310","903"
"Pfizer","free state","12-17 Years","75","48","0","123"
"Pfizer","free state","Adults","62","52","85","199"
"Pfizer","gauteng","12-17 Years","132","82","0","214"
"Pfizer","gauteng","Adults","233","274","297","804"
"Pfizer","kwazulu-natal","12-17 Years","57","70","0","127"
"Pfizer","kwazulu-natal","Adults","143","193","145","481"
"Pfizer","limpopo","12-17 Years","102","115","0","217"
"Pfizer","limpopo","Adults","90","127","86","303"
"Pfizer","mpumalanga","12-17 Years","110","203","0","313"
"Pfizer","mpumalanga","Adults","104","87","33","224"
"Pfizer","northern cape","12-17 Years","73","34","0","107"
"Pfizer","northern cape","Adults","10","11","3","24"
"Pfizer","north west","12-17 Years","17","31","0","48"
"Pfizer","north west","Adults","45","40","48","133"
"Pfizer","western cape","12-17 Years","53","105","0","158"
"Pfizer","western cape","Adults","111","135","181","427"
