"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","353"
"Janssen Vaccines & Prevention B.V","free state","Adults","216"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","921"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","473"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","361"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","593"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","109"
"Janssen Vaccines & Prevention B.V","north west","Adults","194"
"Janssen Vaccines & Prevention B.V","western cape","Adults","285"
"Pfizer","eastern cape","12-17 Years","752"
"Pfizer","eastern cape","Adults","536"
"Pfizer","free state","12-17 Years","257"
"Pfizer","free state","Adults","396"
"Pfizer","gauteng","12-17 Years","434"
"Pfizer","gauteng","Adults","1337"
"Pfizer","kwazulu-natal","12-17 Years","485"
"Pfizer","kwazulu-natal","Adults","711"
"Pfizer","limpopo","12-17 Years","387"
"Pfizer","limpopo","Adults","286"
"Pfizer","mpumalanga","12-17 Years","313"
"Pfizer","mpumalanga","Adults","247"
"Pfizer","northern cape","12-17 Years","172"
"Pfizer","northern cape","Adults","121"
"Pfizer","north west","12-17 Years","235"
"Pfizer","north west","Adults","194"
"Pfizer","western cape","12-17 Years","158"
"Pfizer","western cape","Adults","510"
