"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","353","0","690","1043"
"Janssen Vaccines & Prevention B.V","free state","Adults","216","0","511","727"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","921","0","697","1618"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","473","0","615","1088"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","361","0","479","840"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","593","0","580","1173"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","109","0","231","340"
"Janssen Vaccines & Prevention B.V","north west","Adults","194","0","315","509"
"Janssen Vaccines & Prevention B.V","western cape","Adults","285","0","367","652"
"Pfizer","eastern cape","12-17 Years","653","752","0","1405"
"Pfizer","eastern cape","Adults","444","536","1199","2179"
"Pfizer","free state","12-17 Years","128","257","0","385"
"Pfizer","free state","Adults","205","396","631","1232"
"Pfizer","gauteng","12-17 Years","505","434","0","939"
"Pfizer","gauteng","Adults","1007","1337","1816","4160"
"Pfizer","kwazulu-natal","12-17 Years","553","485","0","1038"
"Pfizer","kwazulu-natal","Adults","668","711","698","2077"
"Pfizer","limpopo","12-17 Years","1009","387","0","1396"
"Pfizer","limpopo","Adults","235","286","459","980"
"Pfizer","mpumalanga","12-17 Years","237","313","0","550"
"Pfizer","mpumalanga","Adults","216","247","392","855"
"Pfizer","northern cape","12-17 Years","260","172","0","432"
"Pfizer","northern cape","Adults","86","121","199","406"
"Pfizer","north west","12-17 Years","199","235","0","434"
"Pfizer","north west","Adults","187","194","292","673"
"Pfizer","western cape","12-17 Years","82","158","0","240"
"Pfizer","western cape","Adults","383","510","1191","2084"
