"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","151","36","187"
"National","eastern cape","Amathole DM","Private Health","Male","92","18","110"
"National","eastern cape","Amathole DM","Public Health","Female","14473","5582","20055"
"National","eastern cape","Amathole DM","Public Health","Male","12435","4574","17009"
"National","eastern cape","A Nzo DM","Public Health","Female","32752","17594","50346"
"National","eastern cape","A Nzo DM","Public Health","Male","29094","13755","42849"
"National","eastern cape","Buffalo City MM","Private Health","Female","2783","1138","3921"
"National","eastern cape","Buffalo City MM","Private Health","Male","2274","878","3152"
"National","eastern cape","Buffalo City MM","Public Health","Female","16428","9516","25944"
"National","eastern cape","Buffalo City MM","Public Health","Male","13046","6721","19767"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13679","3591","17270"
"National","eastern cape","C Hani DM","Public Health","Male","11024","2622","13646"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","647","360","1007"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","485","215","700"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7784","2704","10488"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6945","2182","9127"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4005","2017","6022"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3632","1694","5326"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15732","6471","22203"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12253","4598","16851"
"National","eastern cape","O Tambo DM","Private Health","Female","302","117","419"
"National","eastern cape","O Tambo DM","Private Health","Male","241","111","352"
"National","eastern cape","O Tambo DM","Public Health","Female","43563","17060","60623"
"National","eastern cape","O Tambo DM","Public Health","Male","36716","12826","49542"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1546","1065","2611"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1342","806","2148"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9554","5352","14906"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8030","3995","12025"
"National","free state","Fezile Dabi DM","Private Health","Female","470","339","809"
"National","free state","Fezile Dabi DM","Private Health","Male","444","280","724"
"National","free state","Fezile Dabi DM","Public Health","Female","13072","5004","18076"
"National","free state","Fezile Dabi DM","Public Health","Male","10730","3632","14362"
"National","free state","Lejweleputswa DM","Private Health","Female","3701","1423","5124"
"National","free state","Lejweleputswa DM","Private Health","Male","2961","1077","4038"
"National","free state","Lejweleputswa DM","Public Health","Female","13929","5254","19183"
"National","free state","Lejweleputswa DM","Public Health","Male","11957","3715","15672"
"National","free state","Mangaung MM","Private Health","Female","2940","2000","4940"
"National","free state","Mangaung MM","Private Health","Male","2423","1530","3953"
"National","free state","Mangaung MM","Public Health","Female","23203","13787","36990"
"National","free state","Mangaung MM","Public Health","Male","20750","11148","31898"
"National","free state","T Mofutsanyana DM","Private Health","Female","1816","1110","2926"
"National","free state","T Mofutsanyana DM","Private Health","Male","1562","903","2465"
