"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","150","0","233","383"
"Janssen Vaccines & Prevention B.V","free state","Adults","15","0","80","95"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","437","0","233","670"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","150","0","115","265"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","114","0","283","397"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","149","0","114","263"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","22","0","29","51"
"Janssen Vaccines & Prevention B.V","north west","Adults","87","0","107","194"
"Janssen Vaccines & Prevention B.V","western cape","Adults","83","0","45","128"
"Pfizer","eastern cape","12-17 Years","107","43","0","150"
"Pfizer","eastern cape","Adults","171","196","212","579"
"Pfizer","free state","12-17 Years","50","24","0","74"
"Pfizer","free state","Adults","44","55","80","179"
"Pfizer","gauteng","12-17 Years","50","49","0","99"
"Pfizer","gauteng","Adults","293","349","413","1055"
"Pfizer","kwazulu-natal","12-17 Years","24","55","0","79"
"Pfizer","kwazulu-natal","Adults","98","84","71","253"
"Pfizer","limpopo","12-17 Years","231","66","0","297"
"Pfizer","limpopo","Adults","151","175","209","535"
"Pfizer","mpumalanga","12-17 Years","26","45","0","71"
"Pfizer","mpumalanga","Adults","53","48","46","147"
"Pfizer","northern cape","12-17 Years","135","4","0","139"
"Pfizer","northern cape","Adults","43","35","40","118"
"Pfizer","north west","12-17 Years","10","14","0","24"
"Pfizer","north west","Adults","86","94","134","314"
"Pfizer","western cape","12-17 Years","6","8","0","14"
"Pfizer","western cape","Adults","72","75","100","247"
