"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","150"
"Janssen Vaccines & Prevention B.V","free state","Adults","15"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","437"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","150"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","114"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","149"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","22"
"Janssen Vaccines & Prevention B.V","north west","Adults","87"
"Janssen Vaccines & Prevention B.V","western cape","Adults","83"
"Pfizer","eastern cape","12-17 Years","43"
"Pfizer","eastern cape","Adults","196"
"Pfizer","free state","12-17 Years","24"
"Pfizer","free state","Adults","55"
"Pfizer","gauteng","12-17 Years","49"
"Pfizer","gauteng","Adults","349"
"Pfizer","kwazulu-natal","12-17 Years","55"
"Pfizer","kwazulu-natal","Adults","84"
"Pfizer","limpopo","12-17 Years","66"
"Pfizer","limpopo","Adults","175"
"Pfizer","mpumalanga","12-17 Years","45"
"Pfizer","mpumalanga","Adults","48"
"Pfizer","northern cape","12-17 Years","4"
"Pfizer","northern cape","Adults","35"
"Pfizer","north west","12-17 Years","14"
"Pfizer","north west","Adults","94"
"Pfizer","western cape","12-17 Years","8"
"Pfizer","western cape","Adults","75"
