"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","12","0","31","43"
"Janssen Vaccines & Prevention B.V","free state","Adults","0","0","1","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","17","0","9","26"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","24","0","41","65"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1","0","1","2"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","5","0","6","11"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","4","0","15","19"
"Janssen Vaccines & Prevention B.V","north west","Adults","13","0","65","78"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1","0","0","1"
"Pfizer","eastern cape","12-17 Years","4","3","0","7"
"Pfizer","eastern cape","Adults","2","3","11","16"
"Pfizer","gauteng","12-17 Years","2","7","0","9"
"Pfizer","gauteng","Adults","6","22","19","47"
"Pfizer","kwazulu-natal","12-17 Years","8","12","0","20"
"Pfizer","kwazulu-natal","Adults","25","34","34","93"
"Pfizer","limpopo","12-17 Years","0","1","0","1"
"Pfizer","limpopo","Adults","11","1","3","15"
"Pfizer","mpumalanga","12-17 Years","1","1","0","2"
"Pfizer","mpumalanga","Adults","0","1","0","1"
"Pfizer","northern cape","12-17 Years","2","0","0","2"
"Pfizer","northern cape","Adults","2","8","14","24"
"Pfizer","north west","12-17 Years","14","4","0","18"
"Pfizer","north west","Adults","17","22","61","100"
"Pfizer","western cape","Adults","4","1","0","5"
