"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","914915"
"Janssen Vaccines & Prevention B.V","free state","Adults","486150"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1538610"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1236875"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1076786"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","822833"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","214901"
"Janssen Vaccines & Prevention B.V","north west","Adults","712154"
"Janssen Vaccines & Prevention B.V","western cape","Adults","748766"
"Pfizer","eastern cape","12-17 Years","95584"
"Pfizer","eastern cape","Adults","1121293"
"Pfizer","free state","12-17 Years","77827"
"Pfizer","free state","Adults","589686"
"Pfizer","gauteng","12-17 Years","170237"
"Pfizer","gauteng","Adults","3377821"
"Pfizer","kwazulu-natal","12-17 Years","121430"
"Pfizer","kwazulu-natal","Adults","1640422"
"Pfizer","limpopo","12-17 Years","92035"
"Pfizer","limpopo","Adults","874248"
"Pfizer","mpumalanga","12-17 Years","46513"
"Pfizer","mpumalanga","Adults","470035"
"Pfizer","northern cape","12-17 Years","11838"
"Pfizer","northern cape","Adults","192847"
"Pfizer","north west","12-17 Years","52544"
"Pfizer","north west","Adults","537808"
"Pfizer","western cape","12-17 Years","52594"
"Pfizer","western cape","Adults","1858722"
