"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","29"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","18"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","51"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","north west","Adults","4"
"Janssen Vaccines & Prevention B.V","western cape","Adults","5"
"Pfizer","eastern cape","12-17 Years","13"
"Pfizer","eastern cape","Adults","12"
"Pfizer","free state","Adults","0"
"Pfizer","gauteng","12-17 Years","17"
"Pfizer","gauteng","Adults","31"
"Pfizer","kwazulu-natal","12-17 Years","0"
"Pfizer","kwazulu-natal","Adults","11"
"Pfizer","limpopo","12-17 Years","0"
"Pfizer","limpopo","Adults","22"
"Pfizer","mpumalanga","12-17 Years","1"
"Pfizer","mpumalanga","Adults","2"
"Pfizer","northern cape","12-17 Years","13"
"Pfizer","northern cape","Adults","3"
"Pfizer","north west","12-17 Years","10"
"Pfizer","north west","Adults","11"
"Pfizer","western cape","12-17 Years","2"
"Pfizer","western cape","Adults","5"
