"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","free state","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","0"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","0"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","0"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","north west","Adults","0"
"Janssen Vaccines & Prevention B.V","western cape","Adults","0"
"Pfizer","eastern cape","12-17 Years","24"
"Pfizer","eastern cape","Adults","93"
"Pfizer","free state","12-17 Years","3"
"Pfizer","free state","Adults","19"
"Pfizer","gauteng","12-17 Years","50"
"Pfizer","gauteng","Adults","181"
"Pfizer","kwazulu-natal","12-17 Years","12"
"Pfizer","kwazulu-natal","Adults","48"
"Pfizer","limpopo","12-17 Years","26"
"Pfizer","limpopo","Adults","61"
"Pfizer","mpumalanga","12-17 Years","10"
"Pfizer","mpumalanga","Adults","30"
"Pfizer","northern cape","12-17 Years","8"
"Pfizer","northern cape","Adults","22"
"Pfizer","north west","12-17 Years","3"
"Pfizer","north west","Adults","9"
"Pfizer","western cape","12-17 Years","23"
"Pfizer","western cape","Adults","55"
