"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","66","0","113","179"
"Janssen Vaccines & Prevention B.V","free state","Adults","20","0","37","57"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","278","0","175","453"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","80","0","61","141"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","96","0","124","220"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","78","0","113","191"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","7","0","18","25"
"Janssen Vaccines & Prevention B.V","north west","Adults","16","0","28","44"
"Janssen Vaccines & Prevention B.V","western cape","Adults","74","0","95","169"
"Pfizer","eastern cape","12-17 Years","34","24","0","58"
"Pfizer","eastern cape","Adults","203","93","370","666"
"Pfizer","free state","12-17 Years","4","3","0","7"
"Pfizer","free state","Adults","23","19","58","100"
"Pfizer","gauteng","12-17 Years","57","50","0","107"
"Pfizer","gauteng","Adults","208","181","255","644"
"Pfizer","kwazulu-natal","12-17 Years","8","12","0","20"
"Pfizer","kwazulu-natal","Adults","59","48","63","170"
"Pfizer","limpopo","12-17 Years","34","26","0","60"
"Pfizer","limpopo","Adults","121","61","126","308"
"Pfizer","mpumalanga","12-17 Years","9","10","0","19"
"Pfizer","mpumalanga","Adults","14","30","52","96"
"Pfizer","northern cape","12-17 Years","5","8","0","13"
"Pfizer","northern cape","Adults","15","22","20","57"
"Pfizer","north west","12-17 Years","0","3","0","3"
"Pfizer","north west","Adults","16","9","21","46"
"Pfizer","western cape","12-17 Years","21","23","0","44"
"Pfizer","western cape","Adults","87","55","122","264"
