"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","3"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","13"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","26"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","7"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","7"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","2"
"Janssen Vaccines & Prevention B.V","north west","Adults","16"
"Janssen Vaccines & Prevention B.V","western cape","Adults","10"
"Pfizer","eastern cape","12-17 Years","2"
"Pfizer","eastern cape","Adults","14"
"Pfizer","free state","12-17 Years","1"
"Pfizer","free state","Adults","0"
"Pfizer","gauteng","12-17 Years","19"
"Pfizer","gauteng","Adults","36"
"Pfizer","kwazulu-natal","12-17 Years","0"
"Pfizer","kwazulu-natal","Adults","20"
"Pfizer","limpopo","Adults","0"
"Pfizer","mpumalanga","Adults","1"
"Pfizer","northern cape","12-17 Years","0"
"Pfizer","northern cape","Adults","3"
"Pfizer","north west","12-17 Years","0"
"Pfizer","north west","Adults","14"
"Pfizer","western cape","12-17 Years","8"
"Pfizer","western cape","Adults","14"
