"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0","0","2","2"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","20","0","13","33"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","14","0","13","27"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","52","0","5","57"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","15","0","3","18"
"Janssen Vaccines & Prevention B.V","north west","Adults","19","0","51","70"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1","0","3","4"
"Pfizer","eastern cape","12-17 Years","2","7","0","9"
"Pfizer","eastern cape","Adults","2","6","3","11"
"Pfizer","free state","Adults","0","1","0","1"
"Pfizer","gauteng","12-17 Years","2","7","0","9"
"Pfizer","gauteng","Adults","9","14","18","41"
"Pfizer","kwazulu-natal","12-17 Years","2","0","0","2"
"Pfizer","kwazulu-natal","Adults","4","6","3","13"
"Pfizer","limpopo","Adults","1","3","0","4"
"Pfizer","mpumalanga","12-17 Years","1","0","0","1"
"Pfizer","mpumalanga","Adults","1","1","0","2"
"Pfizer","northern cape","12-17 Years","2","0","0","2"
"Pfizer","northern cape","Adults","0","0","0","0"
"Pfizer","north west","12-17 Years","1","2","0","3"
"Pfizer","north west","Adults","10","35","28","73"
"Pfizer","western cape","12-17 Years","0","4","0","4"
"Pfizer","western cape","Adults","0","5","8","13"
