"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","20"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","14"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","52"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","15"
"Janssen Vaccines & Prevention B.V","north west","Adults","19"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1"
"Pfizer","eastern cape","12-17 Years","7"
"Pfizer","eastern cape","Adults","6"
"Pfizer","free state","Adults","1"
"Pfizer","gauteng","12-17 Years","7"
"Pfizer","gauteng","Adults","14"
"Pfizer","kwazulu-natal","12-17 Years","0"
"Pfizer","kwazulu-natal","Adults","6"
"Pfizer","limpopo","Adults","3"
"Pfizer","mpumalanga","12-17 Years","0"
"Pfizer","mpumalanga","Adults","1"
"Pfizer","northern cape","12-17 Years","0"
"Pfizer","northern cape","Adults","0"
"Pfizer","north west","12-17 Years","2"
"Pfizer","north west","Adults","35"
"Pfizer","western cape","12-17 Years","4"
"Pfizer","western cape","Adults","5"
