"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10625","5086","15711"
"National","eastern cape","Private Health","Male","8944","3910","12854"
"National","eastern cape","Public Health","Female","144268","49699","193967"
"National","eastern cape","Public Health","Male","117787","34674","152461"
"National","free state","Private Health","Female","9204","4444","13648"
"National","free state","Private Health","Male","7528","3382","10910"
"National","free state","Public Health","Female","84160","39069","123229"
"National","free state","Public Health","Male","71840","29177","101017"
"National","gauteng","Private Health","Female","53946","29743","83689"
"National","gauteng","Private Health","Male","49441","25381","74822"
"National","gauteng","Public Health","Female","163261","64281","227542"
"National","gauteng","Public Health","Male","128811","47007","175818"
"National","kwazulu-natal","Private Health","Female","17392","9660","27052"
"National","kwazulu-natal","Private Health","Male","15716","8199","23915"
"National","kwazulu-natal","Public Health","Female","154290","61478","215768"
"National","kwazulu-natal","Public Health","Male","104925","37363","142288"
"National","limpopo","Private Health","Female","11809","5085","16894"
"National","limpopo","Private Health","Male","9131","3525","12656"
"National","limpopo","Public Health","Female","139672","45482","185154"
"National","limpopo","Public Health","Male","121216","34238","155454"
"National","mpumalanga","Private Health","Female","4048","1689","5737"
"National","mpumalanga","Private Health","Male","3533","1476","5009"
"National","mpumalanga","Public Health","Female","75092","24544","99636"
"National","mpumalanga","Public Health","Male","62476","17252","79728"
"National","northern cape","Private Health","Female","2149","1042","3191"
"National","northern cape","Private Health","Male","1967","785","2752"
"National","northern cape","Public Health","Female","16883","5354","22237"
"National","northern cape","Public Health","Male","13244","3972","17216"
"National","north west","Private Health","Female","5269","2422","7691"
"National","north west","Private Health","Male","4762","2015","6777"
"National","north west","Public Health","Female","79233","27468","106701"
"National","north west","Public Health","Male","65506","19705","85211"
"National","western cape","Private Health","Female","23728","12424","36152"
"National","western cape","Private Health","Male","21346","10737","32083"
"National","western cape","Public Health","Female","47199","15585","62784"
"National","western cape","Public Health","Male","39282","12725","52007"
