"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10442","5110","15552"
"National","eastern cape","Private Health","Male","8842","3972","12814"
"National","eastern cape","Public Health","Female","144223","51951","196174"
"National","eastern cape","Public Health","Male","118290","36553","154843"
"National","free state","Private Health","Female","9140","4610","13750"
"National","free state","Private Health","Male","7510","3531","11041"
"National","free state","Public Health","Female","83646","40113","123759"
"National","free state","Public Health","Male","71521","30079","101600"
"National","gauteng","Private Health","Female","53599","30350","83949"
"National","gauteng","Private Health","Male","49211","25996","75207"
"National","gauteng","Public Health","Female","162938","65710","228648"
"National","gauteng","Public Health","Male","128768","48238","177006"
"National","kwazulu-natal","Private Health","Female","17112","9679","26791"
"National","kwazulu-natal","Private Health","Male","15494","8259","23753"
"National","kwazulu-natal","Public Health","Female","156372","65370","221742"
"National","kwazulu-natal","Public Health","Male","106474","39679","146153"
"National","limpopo","Private Health","Female","11784","5177","16961"
"National","limpopo","Private Health","Male","9186","3623","12809"
"National","limpopo","Public Health","Female","141132","47938","189070"
"National","limpopo","Public Health","Male","122514","35825","158339"
"National","mpumalanga","Private Health","Female","4009","1730","5739"
"National","mpumalanga","Private Health","Male","3491","1523","5014"
"National","mpumalanga","Public Health","Female","75641","25759","101400"
"National","mpumalanga","Public Health","Male","62794","17975","80769"
"National","northern cape","Private Health","Female","2130","1064","3194"
"National","northern cape","Private Health","Male","1954","813","2767"
"National","northern cape","Public Health","Female","17530","6155","23685"
"National","northern cape","Public Health","Male","13733","4534","18267"
"National","north west","Private Health","Female","5220","2435","7655"
"National","north west","Private Health","Male","4729","2040","6769"
"National","north west","Public Health","Female","78801","27968","106769"
"National","north west","Public Health","Male","65295","20270","85565"
"National","western cape","Private Health","Female","23570","12761","36331"
"National","western cape","Private Health","Male","21225","11010","32235"
"National","western cape","Public Health","Female","46924","15915","62839"
"National","western cape","Public Health","Male","39219","13062","52281"
