"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","916090"
"Janssen Vaccines & Prevention B.V","free state","Adults","486575"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1541548"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1240418"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1077842"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","825813"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","215498"
"Janssen Vaccines & Prevention B.V","north west","Adults","712853"
"Janssen Vaccines & Prevention B.V","western cape","Adults","749666"
"Pfizer","eastern cape","12-17 Years","97586"
"Pfizer","eastern cape","Adults","1124369"
"Pfizer","free state","12-17 Years","78333"
"Pfizer","free state","Adults","591232"
"Pfizer","gauteng","12-17 Years","170294"
"Pfizer","gauteng","Adults","3383205"
"Pfizer","kwazulu-natal","12-17 Years","122987"
"Pfizer","kwazulu-natal","Adults","1645155"
"Pfizer","limpopo","12-17 Years","92563"
"Pfizer","limpopo","Adults","875757"
"Pfizer","mpumalanga","12-17 Years","46987"
"Pfizer","mpumalanga","Adults","471894"
"Pfizer","northern cape","12-17 Years","12566"
"Pfizer","northern cape","Adults","193550"
"Pfizer","north west","12-17 Years","52713"
"Pfizer","north west","Adults","538644"
"Pfizer","western cape","12-17 Years","52748"
"Pfizer","western cape","Adults","1860870"
