"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10498","5127","15625"
"National","eastern cape","Private Health","Male","8870","3980","12850"
"National","eastern cape","Public Health","Female","143969","50888","194857"
"National","eastern cape","Public Health","Male","118056","35559","153615"
"National","free state","Private Health","Female","9168","4608","13776"
"National","free state","Private Health","Male","7519","3491","11010"
"National","free state","Public Health","Female","83830","39877","123707"
"National","free state","Public Health","Male","71630","29809","101439"
"National","gauteng","Private Health","Female","53773","30308","84081"
"National","gauteng","Private Health","Male","49376","25928","75304"
"National","gauteng","Public Health","Female","163429","65728","229157"
"National","gauteng","Public Health","Male","129090","48152","177242"
"National","kwazulu-natal","Private Health","Female","17192","9701","26893"
"National","kwazulu-natal","Private Health","Male","15550","8257","23807"
"National","kwazulu-natal","Public Health","Female","156261","64258","220519"
"National","kwazulu-natal","Public Health","Male","106353","39079","145432"
"National","limpopo","Private Health","Female","11828","5165","16993"
"National","limpopo","Private Health","Male","9203","3612","12815"
"National","limpopo","Public Health","Female","141036","47583","188619"
"National","limpopo","Public Health","Male","122519","35623","158142"
"National","mpumalanga","Private Health","Female","4025","1725","5750"
"National","mpumalanga","Private Health","Male","3508","1508","5016"
"National","mpumalanga","Public Health","Female","75501","25455","100956"
"National","mpumalanga","Public Health","Male","62721","17772","80493"
"National","northern cape","Private Health","Female","2143","1068","3211"
"National","northern cape","Private Health","Male","1968","812","2780"
"National","northern cape","Public Health","Female","17130","5724","22854"
"National","northern cape","Public Health","Male","13392","4194","17586"
"National","north west","Private Health","Female","5253","2448","7701"
"National","north west","Private Health","Male","4750","2048","6798"
"National","north west","Public Health","Female","78991","27883","106874"
"National","north west","Public Health","Male","65411","20161","85572"
"National","western cape","Private Health","Female","23625","12712","36337"
"National","western cape","Private Health","Male","21263","10983","32246"
"National","western cape","Public Health","Female","47033","15865","62898"
"National","western cape","Public Health","Male","39296","12999","52295"
