"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","914783"
"Janssen Vaccines & Prevention B.V","free state","Adults","486068"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1538198"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1236445"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1076734"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","822399"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","214802"
"Janssen Vaccines & Prevention B.V","north west","Adults","712101"
"Janssen Vaccines & Prevention B.V","western cape","Adults","748618"
"Pfizer","eastern cape","12-17 Years","95554"
"Pfizer","eastern cape","Adults","1120819"
"Pfizer","free state","12-17 Years","77785"
"Pfizer","free state","Adults","589441"
"Pfizer","gauteng","12-17 Years","170116"
"Pfizer","gauteng","Adults","3377110"
"Pfizer","kwazulu-natal","12-17 Years","121295"
"Pfizer","kwazulu-natal","Adults","1639790"
"Pfizer","limpopo","12-17 Years","91983"
"Pfizer","limpopo","Adults","874087"
"Pfizer","mpumalanga","12-17 Years","46460"
"Pfizer","mpumalanga","Adults","469720"
"Pfizer","northern cape","12-17 Years","11798"
"Pfizer","northern cape","Adults","192756"
"Pfizer","north west","12-17 Years","52540"
"Pfizer","north west","Adults","537710"
"Pfizer","western cape","12-17 Years","52559"
"Pfizer","western cape","Adults","1858397"
