"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","913596"
"Janssen Vaccines & Prevention B.V","free state","Adults","485371"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1534324"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1232970"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1075612"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","819241"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","214163"
"Janssen Vaccines & Prevention B.V","north west","Adults","711297"
"Janssen Vaccines & Prevention B.V","western cape","Adults","747500"
"Pfizer","eastern cape","12-17 Years","95239"
"Pfizer","eastern cape","Adults","1117341"
"Pfizer","free state","12-17 Years","77607"
"Pfizer","free state","Adults","587772"
"Pfizer","gauteng","12-17 Years","169486"
"Pfizer","gauteng","Adults","3370893"
"Pfizer","kwazulu-natal","12-17 Years","120480"
"Pfizer","kwazulu-natal","Adults","1634397"
"Pfizer","limpopo","12-17 Years","91509"
"Pfizer","limpopo","Adults","872222"
"Pfizer","mpumalanga","12-17 Years","46269"
"Pfizer","mpumalanga","Adults","467650"
"Pfizer","northern cape","12-17 Years","11575"
"Pfizer","northern cape","Adults","191856"
"Pfizer","north west","12-17 Years","52488"
"Pfizer","north west","Adults","536436"
"Pfizer","western cape","12-17 Years","52364"
"Pfizer","western cape","Adults","1855867"
