"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","49","0","86","135"
"Janssen Vaccines & Prevention B.V","free state","Adults","24","0","72","96"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","250","0","221","471"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","128","0","141","269"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","115","0","342","457"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","117","0","106","223"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","3","0","5","8"
"Janssen Vaccines & Prevention B.V","north west","Adults","40","0","54","94"
"Janssen Vaccines & Prevention B.V","western cape","Adults","81","0","68","149"
"Pfizer","eastern cape","12-17 Years","99","97","0","196"
"Pfizer","eastern cape","Adults","76","121","132","329"
"Pfizer","free state","12-17 Years","79","101","0","180"
"Pfizer","free state","Adults","49","93","114","256"
"Pfizer","gauteng","12-17 Years","72","64","0","136"
"Pfizer","gauteng","Adults","257","355","363","975"
"Pfizer","kwazulu-natal","12-17 Years","133","159","0","292"
"Pfizer","kwazulu-natal","Adults","135","248","140","523"
"Pfizer","limpopo","12-17 Years","159","61","0","220"
"Pfizer","limpopo","Adults","74","127","117","318"
"Pfizer","mpumalanga","12-17 Years","66","142","0","208"
"Pfizer","mpumalanga","Adults","39","91","53","183"
"Pfizer","northern cape","12-17 Years","19","4","0","23"
"Pfizer","northern cape","Adults","11","12","12","35"
"Pfizer","north west","12-17 Years","16","18","0","34"
"Pfizer","north west","Adults","28","42","65","135"
"Pfizer","western cape","12-17 Years","70","75","0","145"
"Pfizer","western cape","Adults","64","130","191","385"
