"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","199","0","492","691"
"Janssen Vaccines & Prevention B.V","free state","Adults","67","0","200","267"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","363","0","277","640"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","436","0","301","737"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","185","0","268","453"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","411","0","530","941"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","99","0","222","321"
"Janssen Vaccines & Prevention B.V","north west","Adults","117","0","150","267"
"Janssen Vaccines & Prevention B.V","western cape","Adults","123","0","140","263"
"Pfizer","eastern cape","12-17 Years","95","206","0","301"
"Pfizer","eastern cape","Adults","231","402","825","1458"
"Pfizer","free state","12-17 Years","9","19","0","28"
"Pfizer","free state","Adults","118","191","303","612"
"Pfizer","gauteng","12-17 Years","55","44","0","99"
"Pfizer","gauteng","Adults","452","610","750","1812"
"Pfizer","kwazulu-natal","12-17 Years","51","71","0","122"
"Pfizer","kwazulu-natal","Adults","400","528","509","1437"
"Pfizer","limpopo","12-17 Years","33","30","0","63"
"Pfizer","limpopo","Adults","183","148","214","545"
"Pfizer","mpumalanga","12-17 Years","38","62","0","100"
"Pfizer","mpumalanga","Adults","222","247","303","772"
"Pfizer","northern cape","12-17 Years","13","10","0","23"
"Pfizer","northern cape","Adults","129","104","148","381"
"Pfizer","north west","12-17 Years","7","9","0","16"
"Pfizer","north west","Adults","64","84","127","275"
"Pfizer","western cape","12-17 Years","19","18","0","37"
"Pfizer","western cape","Adults","174","193","407","774"
