"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10716","4616","15332"
"National","eastern cape","Private Health","Male","8887","3499","12386"
"National","eastern cape","Public Health","Female","113822","22519","136341"
"National","eastern cape","Public Health","Male","91310","14805","106115"
"National","free state","Private Health","Female","8753","3692","12445"
"National","free state","Private Health","Male","7127","2838","9965"
"National","free state","Public Health","Female","75140","27674","102814"
"National","free state","Public Health","Male","63533","19887","83420"
"National","gauteng","Private Health","Female","54137","27171","81308"
"National","gauteng","Private Health","Male","48973","22808","71781"
"National","gauteng","Public Health","Female","143492","43172","186664"
"National","gauteng","Public Health","Male","113036","31863","144899"
"National","kwazulu-natal","Private Health","Female","17563","9044","26607"
"National","kwazulu-natal","Private Health","Male","15752","7636","23388"
"National","kwazulu-natal","Public Health","Female","115730","27780","143510"
"National","kwazulu-natal","Public Health","Male","78396","17377","95773"
"National","limpopo","Private Health","Female","10306","4221","14527"
"National","limpopo","Private Health","Male","8193","3039","11232"
"National","limpopo","Public Health","Female","110551","28429","138980"
"National","limpopo","Public Health","Male","92724","21523","114247"
"National","mpumalanga","Private Health","Female","4044","1532","5576"
"National","mpumalanga","Private Health","Male","3511","1308","4819"
"National","mpumalanga","Public Health","Female","60187","14103","74290"
"National","mpumalanga","Public Health","Male","50198","10217","60415"
"National","northern cape","Private Health","Female","2132","952","3084"
"National","northern cape","Private Health","Male","1915","692","2607"
"National","northern cape","Public Health","Female","10996","3210","14206"
"National","northern cape","Public Health","Male","8828","2432","11260"
"National","north west","Private Health","Female","5225","2182","7407"
"National","north west","Private Health","Male","4698","1832","6530"
"National","north west","Public Health","Female","70406","17982","88388"
"National","north west","Public Health","Male","58528","12888","71416"
"National","western cape","Private Health","Female","23632","11291","34923"
"National","western cape","Private Health","Male","20989","9513","30502"
"National","western cape","Public Health","Female","46664","14473","61137"
"National","western cape","Public Health","Male","38526","11762","50288"
