"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","802"
"Janssen Vaccines & Prevention B.V","free state","Adults","412"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1365"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","762"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","878"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","1002"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","137"
"Janssen Vaccines & Prevention B.V","north west","Adults","590"
"Janssen Vaccines & Prevention B.V","western cape","Adults","414"
"Pfizer","eastern cape","12-17 Years","1361"
"Pfizer","eastern cape","Adults","957"
"Pfizer","free state","12-17 Years","502"
"Pfizer","free state","Adults","418"
"Pfizer","gauteng","12-17 Years","1582"
"Pfizer","gauteng","Adults","2106"
"Pfizer","kwazulu-natal","12-17 Years","1287"
"Pfizer","kwazulu-natal","Adults","1229"
"Pfizer","limpopo","12-17 Years","1044"
"Pfizer","limpopo","Adults","862"
"Pfizer","mpumalanga","12-17 Years","601"
"Pfizer","mpumalanga","Adults","358"
"Pfizer","northern cape","12-17 Years","109"
"Pfizer","northern cape","Adults","174"
"Pfizer","north west","12-17 Years","393"
"Pfizer","north west","Adults","508"
"Pfizer","western cape","12-17 Years","123"
"Pfizer","western cape","Adults","687"
