"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","802","0","1733","2535"
"Janssen Vaccines & Prevention B.V","free state","Adults","412","0","811","1223"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1365","0","1257","2622"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","762","0","972","1734"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","878","0","1537","2415"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","1002","0","1058","2060"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","137","0","332","469"
"Janssen Vaccines & Prevention B.V","north west","Adults","590","0","846","1436"
"Janssen Vaccines & Prevention B.V","western cape","Adults","414","0","674","1088"
"Pfizer","eastern cape","12-17 Years","1566","1361","0","2927"
"Pfizer","eastern cape","Adults","628","957","2052","3637"
"Pfizer","free state","12-17 Years","504","502","0","1006"
"Pfizer","free state","Adults","317","418","894","1629"
"Pfizer","gauteng","12-17 Years","1316","1582","0","2898"
"Pfizer","gauteng","Adults","1740","2106","3726","7572"
"Pfizer","kwazulu-natal","12-17 Years","954","1287","0","2241"
"Pfizer","kwazulu-natal","Adults","1069","1229","1559","3857"
"Pfizer","limpopo","12-17 Years","2187","1044","0","3231"
"Pfizer","limpopo","Adults","529","862","1606","2997"
"Pfizer","mpumalanga","12-17 Years","808","601","0","1409"
"Pfizer","mpumalanga","Adults","382","358","803","1543"
"Pfizer","northern cape","12-17 Years","442","109","0","551"
"Pfizer","northern cape","Adults","121","174","188","483"
"Pfizer","north west","12-17 Years","496","393","0","889"
"Pfizer","north west","Adults","326","508","772","1606"
"Pfizer","western cape","12-17 Years","80","123","0","203"
"Pfizer","western cape","Adults","510","687","2302","3499"
