"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","152","37","189"
"National","eastern cape","Amathole DM","Private Health","Male","95","18","113"
"National","eastern cape","Amathole DM","Public Health","Female","14192","5135","19327"
"National","eastern cape","Amathole DM","Public Health","Male","12079","4246","16325"
"National","eastern cape","A Nzo DM","Public Health","Female","31163","15577","46740"
"National","eastern cape","A Nzo DM","Public Health","Male","27211","11835","39046"
"National","eastern cape","Buffalo City MM","Private Health","Female","2849","1173","4022"
"National","eastern cape","Buffalo City MM","Private Health","Male","2325","897","3222"
"National","eastern cape","Buffalo City MM","Public Health","Female","16202","9294","25496"
"National","eastern cape","Buffalo City MM","Public Health","Male","12605","6402","19007"
"National","eastern cape","C Hani DM","Private Health","Female","222","106","328"
"National","eastern cape","C Hani DM","Private Health","Male","155","77","232"
"National","eastern cape","C Hani DM","Public Health","Female","13884","3623","17507"
"National","eastern cape","C Hani DM","Public Health","Male","11160","2639","13799"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","657","365","1022"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","499","218","717"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7848","2727","10575"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7024","2202","9226"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4079","2049","6128"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3690","1711","5401"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15566","6361","21927"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12138","4478","16616"
"National","eastern cape","O Tambo DM","Private Health","Female","312","121","433"
"National","eastern cape","O Tambo DM","Private Health","Male","248","112","360"
"National","eastern cape","O Tambo DM","Public Health","Female","43685","16864","60549"
"National","eastern cape","O Tambo DM","Public Health","Male","36552","12566","49118"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1575","1082","2657"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1371","821","2192"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9602","5366","14968"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8064","3985","12049"
"National","free state","Fezile Dabi DM","Private Health","Female","471","342","813"
"National","free state","Fezile Dabi DM","Private Health","Male","448","285","733"
"National","free state","Fezile Dabi DM","Public Health","Female","13221","5028","18249"
"National","free state","Fezile Dabi DM","Public Health","Male","10774","3645","14419"
"National","free state","Lejweleputswa DM","Private Health","Female","3787","1454","5241"
"National","free state","Lejweleputswa DM","Private Health","Male","3019","1092","4111"
"National","free state","Lejweleputswa DM","Public Health","Female","14086","5300","19386"
"National","free state","Lejweleputswa DM","Public Health","Male","12079","3738","15817"
"National","free state","Mangaung MM","Private Health","Female","2965","1905","4870"
"National","free state","Mangaung MM","Private Health","Male","2441","1444","3885"
"National","free state","Mangaung MM","Public Health","Female","23493","13881","37374"
"National","free state","Mangaung MM","Public Health","Male","20973","11187","32160"
"National","free state","T Mofutsanyana DM","Private Health","Female","1850","1128","2978"
"National","free state","T Mofutsanyana DM","Private Health","Male","1589","918","2507"
"National","free state","T Mofutsanyana DM","Public Health","Female","26831","15422","42253"
"National","free state","T Mofutsanyana DM","Public Health","Male","23054","11604","34658"
"National","free state","Xhariep DM","Public Health","Female","4273","1196","5469"
"National","free state","Xhariep DM","Public Health","Male","3495","817","4312"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10798","6580","17378"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9972","5622","15594"
