"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","128","0","208","336"
"Janssen Vaccines & Prevention B.V","free state","Adults","48","0","115","163"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","451","0","362","813"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","365","0","243","608"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","167","0","255","422"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","351","0","462","813"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","64","0","185","249"
"Janssen Vaccines & Prevention B.V","north west","Adults","71","0","152","223"
"Janssen Vaccines & Prevention B.V","western cape","Adults","113","0","128","241"
"Pfizer","eastern cape","12-17 Years","505","576","0","1081"
"Pfizer","eastern cape","Adults","255","354","481","1090"
"Pfizer","free state","12-17 Years","94","455","0","549"
"Pfizer","free state","Adults","105","142","197","444"
"Pfizer","gauteng","12-17 Years","46","71","0","117"
"Pfizer","gauteng","Adults","356","416","486","1258"
"Pfizer","kwazulu-natal","12-17 Years","145","320","0","465"
"Pfizer","kwazulu-natal","Adults","313","404","344","1061"
"Pfizer","limpopo","12-17 Years","345","248","0","593"
"Pfizer","limpopo","Adults","145","270","232","647"
"Pfizer","mpumalanga","12-17 Years","169","168","0","337"
"Pfizer","mpumalanga","Adults","191","239","318","748"
"Pfizer","northern cape","12-17 Years","212","138","0","350"
"Pfizer","northern cape","Adults","70","56","105","231"
"Pfizer","north west","12-17 Years","5","1","0","6"
"Pfizer","north west","Adults","47","64","116","227"
"Pfizer","western cape","12-17 Years","41","16","0","57"
"Pfizer","western cape","Adults","133","173","320","626"
