"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","128"
"Janssen Vaccines & Prevention B.V","free state","Adults","48"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","451"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","365"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","167"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","351"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","64"
"Janssen Vaccines & Prevention B.V","north west","Adults","71"
"Janssen Vaccines & Prevention B.V","western cape","Adults","113"
"Pfizer","eastern cape","12-17 Years","576"
"Pfizer","eastern cape","Adults","354"
"Pfizer","free state","12-17 Years","455"
"Pfizer","free state","Adults","142"
"Pfizer","gauteng","12-17 Years","71"
"Pfizer","gauteng","Adults","416"
"Pfizer","kwazulu-natal","12-17 Years","320"
"Pfizer","kwazulu-natal","Adults","404"
"Pfizer","limpopo","12-17 Years","248"
"Pfizer","limpopo","Adults","270"
"Pfizer","mpumalanga","12-17 Years","168"
"Pfizer","mpumalanga","Adults","239"
"Pfizer","northern cape","12-17 Years","138"
"Pfizer","northern cape","Adults","56"
"Pfizer","north west","12-17 Years","1"
"Pfizer","north west","Adults","64"
"Pfizer","western cape","12-17 Years","16"
"Pfizer","western cape","Adults","173"
