"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10689","4686","15375"
"National","eastern cape","Private Health","Male","8877","3538","12415"
"National","eastern cape","Public Health","Female","117251","25020","142271"
"National","eastern cape","Public Health","Male","93944","16532","110476"
"National","free state","Private Health","Female","8817","3799","12616"
"National","free state","Private Health","Male","7189","2901","10090"
"National","free state","Public Health","Female","76031","28944","104975"
"National","free state","Public Health","Male","64312","20887","85199"
"National","gauteng","Private Health","Female","54030","27543","81573"
"National","gauteng","Private Health","Male","48961","23162","72123"
"National","gauteng","Public Health","Female","145045","45380","190425"
"National","gauteng","Public Health","Male","114474","33593","148067"
"National","kwazulu-natal","Private Health","Female","17493","9125","26618"
"National","kwazulu-natal","Private Health","Male","15729","7692","23421"
"National","kwazulu-natal","Public Health","Female","117831","31214","149045"
"National","kwazulu-natal","Public Health","Male","79852","19211","99063"
"National","limpopo","Private Health","Female","10376","4306","14682"
"National","limpopo","Private Health","Male","8217","3086","11303"
"National","limpopo","Public Health","Female","112326","29841","142167"
"National","limpopo","Public Health","Male","94219","22582","116801"
"National","mpumalanga","Private Health","Female","4038","1544","5582"
"National","mpumalanga","Private Health","Male","3509","1326","4835"
"National","mpumalanga","Public Health","Female","62429","15154","77583"
"National","mpumalanga","Public Health","Male","52403","10975","63378"
"National","northern cape","Private Health","Female","2139","968","3107"
"National","northern cape","Private Health","Male","1924","704","2628"
"National","northern cape","Public Health","Female","11129","3284","14413"
"National","northern cape","Public Health","Male","8916","2458","11374"
"National","north west","Private Health","Female","5214","2206","7420"
"National","north west","Private Health","Male","4695","1872","6567"
"National","north west","Public Health","Female","71620","19310","90930"
"National","north west","Public Health","Male","59370","13907","73277"
"National","western cape","Private Health","Female","23613","11407","35020"
"National","western cape","Private Health","Male","20993","9635","30628"
"National","western cape","Public Health","Female","46695","14579","61274"
"National","western cape","Public Health","Male","38573","11859","50432"
