Unnamed: 0,visit_date,province,district,age_group,sex,vaccine_manufacturer,vaccine_rollout_phase,health_sector,first_dose_total,second_dose_total,booster_dose_total,immunocompromised_booster_dose_total,continuous_booster_dose_total,sisonke_booster_dose_total,individuals_vaccinated_total,individuals_fully_vaccinated_total,total_vaccines_administered,total_population
3480000,2023-07-14,Gauteng,Ekurhuleni MM,60+,Male,Johnson & Johnson,National,Public,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,22523.0
3480001,2023-07-14,Gauteng,Ekurhuleni MM,60+,Male,Johnson & Johnson,National,Public,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,23957.0
3480002,2023-07-14,Gauteng,Ekurhuleni MM,60+,Male,Johnson & Johnson,National,Public,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,27568.0
3480003,2023-07-14,Gauteng,Ekurhuleni MM,60+,Male,Johnson & Johnson,National,Public,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,27765.0
3480004,2023-07-14,Gauteng,Ekurhuleni MM,60+,Male,Johnson & Johnson,National,Public,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,32027.0
3480005,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Private,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,54571.0
3480006,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Private,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,101984.0
3480007,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Private,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,116079.0
3480008,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Private,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,151237.0
3480009,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Private,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,166641.0
3480010,2023-07-14,Gauteng,Johannesburg MM,18-34,Female,Johnson & Johnson,National,Private,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,168714.0
