"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10514","5121","15635"
"National","eastern cape","Private Health","Male","8879","3963","12842"
"National","eastern cape","Public Health","Female","144011","50765","194776"
"National","eastern cape","Public Health","Male","118112","35482","153594"
"National","free state","Private Health","Female","9170","4591","13761"
"National","free state","Private Health","Male","7524","3484","11008"
"National","free state","Public Health","Female","83892","39800","123692"
"National","free state","Public Health","Male","71673","29762","101435"
"National","gauteng","Private Health","Female","53801","30216","84017"
"National","gauteng","Private Health","Male","49402","25846","75248"
"National","gauteng","Public Health","Female","163548","65598","229146"
"National","gauteng","Public Health","Male","129147","48039","177186"
"National","kwazulu-natal","Private Health","Female","17234","9699","26933"
"National","kwazulu-natal","Private Health","Male","15562","8249","23811"
"National","kwazulu-natal","Public Health","Female","156072","63933","220005"
"National","kwazulu-natal","Public Health","Male","106255","38915","145170"
"National","limpopo","Private Health","Female","11838","5157","16995"
"National","limpopo","Private Health","Male","9211","3601","12812"
"National","limpopo","Public Health","Female","141063","47411","188474"
"National","limpopo","Public Health","Male","122549","35502","158051"
"National","mpumalanga","Private Health","Female","4027","1722","5749"
"National","mpumalanga","Private Health","Male","3514","1501","5015"
"National","mpumalanga","Public Health","Female","75439","25376","100815"
"National","mpumalanga","Public Health","Male","62680","17710","80390"
"National","northern cape","Private Health","Female","2144","1066","3210"
"National","northern cape","Private Health","Male","1970","810","2780"
"National","northern cape","Public Health","Female","17065","5645","22710"
"National","northern cape","Public Health","Male","13357","4150","17507"
"National","north west","Private Health","Female","5266","2447","7713"
"National","north west","Private Health","Male","4754","2043","6797"
"National","north west","Public Health","Female","79050","27873","106923"
"National","north west","Public Health","Male","65459","20139","85598"
"National","western cape","Private Health","Female","23634","12668","36302"
"National","western cape","Private Health","Male","21275","10953","32228"
"National","western cape","Public Health","Female","47119","15837","62956"
"National","western cape","Public Health","Male","39318","12961","52279"
