"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","920801"
"Janssen Vaccines & Prevention B.V","free state","Adults","488553"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1558205"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1252157"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1084440"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","834603"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216768"
"Janssen Vaccines & Prevention B.V","north west","Adults","715986"
"Janssen Vaccines & Prevention B.V","western cape","Adults","754719"
"Pfizer","eastern cape","12-17 Years","117431"
"Pfizer","eastern cape","Adults","1139816"
"Pfizer","free state","12-17 Years","80060"
"Pfizer","free state","Adults","599246"
"Pfizer","gauteng","12-17 Years","170076"
"Pfizer","gauteng","Adults","3412214"
"Pfizer","kwazulu-natal","12-17 Years","133736"
"Pfizer","kwazulu-natal","Adults","1666476"
"Pfizer","limpopo","12-17 Years","99791"
"Pfizer","limpopo","Adults","885268"
"Pfizer","mpumalanga","12-17 Years","53383"
"Pfizer","mpumalanga","Adults","478990"
"Pfizer","northern cape","12-17 Years","14993"
"Pfizer","northern cape","Adults","195292"
"Pfizer","north west","12-17 Years","52613"
"Pfizer","north west","Adults","542800"
"Pfizer","western cape","12-17 Years","54345"
"Pfizer","western cape","Adults","1872070"
