"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","155","36","191"
"National","eastern cape","Amathole DM","Private Health","Male","92","18","110"
"National","eastern cape","Amathole DM","Public Health","Female","14415","5572","19987"
"National","eastern cape","Amathole DM","Public Health","Male","12393","4569","16962"
"National","eastern cape","A Nzo DM","Public Health","Female","32665","17641","50306"
"National","eastern cape","A Nzo DM","Public Health","Male","29023","13776","42799"
"National","eastern cape","Buffalo City MM","Private Health","Female","2768","1131","3899"
"National","eastern cape","Buffalo City MM","Private Health","Male","2262","873","3135"
"National","eastern cape","Buffalo City MM","Public Health","Female","16358","9491","25849"
"National","eastern cape","Buffalo City MM","Public Health","Male","13003","6718","19721"
"National","eastern cape","C Hani DM","Private Health","Female","217","105","322"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13590","3576","17166"
"National","eastern cape","C Hani DM","Public Health","Male","10964","2615","13579"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","643","357","1000"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","481","215","696"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7743","2699","10442"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6904","2176","9080"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","3975","2006","5981"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3609","1683","5292"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15654","6449","22103"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12204","4580","16784"
"National","eastern cape","O Tambo DM","Private Health","Female","300","116","416"
"National","eastern cape","O Tambo DM","Private Health","Male","238","111","349"
"National","eastern cape","O Tambo DM","Public Health","Female","43393","17062","60455"
"National","eastern cape","O Tambo DM","Public Health","Male","36608","12812","49420"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1532","1060","2592"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1333","803","2136"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9514","5333","14847"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","7997","3985","11982"
"National","free state","Fezile Dabi DM","Private Health","Female","468","339","807"
"National","free state","Fezile Dabi DM","Private Health","Male","438","276","714"
"National","free state","Fezile Dabi DM","Public Health","Female","13002","4985","17987"
"National","free state","Fezile Dabi DM","Public Health","Male","10676","3619","14295"
"National","free state","Lejweleputswa DM","Private Health","Female","3673","1417","5090"
"National","free state","Lejweleputswa DM","Private Health","Male","2944","1074","4018"
"National","free state","Lejweleputswa DM","Public Health","Female","13871","5233","19104"
"National","free state","Lejweleputswa DM","Public Health","Male","11914","3704","15618"
"National","free state","Mangaung MM","Private Health","Female","2921","1993","4914"
"National","free state","Mangaung MM","Private Health","Male","2414","1524","3938"
"National","free state","Mangaung MM","Public Health","Female","23081","13729","36810"
"National","free state","Mangaung MM","Public Health","Male","20645","11118","31763"
"National","free state","T Mofutsanyana DM","Private Health","Female","1801","1107","2908"
"National","free state","T Mofutsanyana DM","Private Health","Male","1551","899","2450"
"National","free state","T Mofutsanyana DM","Public Health","Female","26399","15270","41669"
"National","free state","T Mofutsanyana DM","Public Health","Male","22721","11555","34276"
