"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","97"
"Janssen Vaccines & Prevention B.V","free state","Adults","26"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","323"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","134"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","214"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","184"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","52"
"Janssen Vaccines & Prevention B.V","north west","Adults","145"
"Janssen Vaccines & Prevention B.V","western cape","Adults","93"
"Pfizer","eastern cape","12-17 Years","642"
"Pfizer","eastern cape","Adults","254"
"Pfizer","free state","12-17 Years","69"
"Pfizer","free state","Adults","63"
"Pfizer","gauteng","12-17 Years","44"
"Pfizer","gauteng","Adults","270"
"Pfizer","kwazulu-natal","12-17 Years","99"
"Pfizer","kwazulu-natal","Adults","151"
"Pfizer","limpopo","12-17 Years","225"
"Pfizer","limpopo","Adults","159"
"Pfizer","mpumalanga","12-17 Years","110"
"Pfizer","mpumalanga","Adults","74"
"Pfizer","northern cape","12-17 Years","10"
"Pfizer","northern cape","Adults","30"
"Pfizer","north west","12-17 Years","24"
"Pfizer","north west","Adults","51"
"Pfizer","western cape","12-17 Years","121"
"Pfizer","western cape","Adults","109"
