"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","97","0","142","239"
"Janssen Vaccines & Prevention B.V","free state","Adults","26","0","57","83"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","323","0","236","559"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","134","0","126","260"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","214","0","248","462"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","184","0","151","335"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","52","0","36","88"
"Janssen Vaccines & Prevention B.V","north west","Adults","145","0","137","282"
"Janssen Vaccines & Prevention B.V","western cape","Adults","93","0","34","127"
"Pfizer","eastern cape","12-17 Years","462","642","0","1104"
"Pfizer","eastern cape","Adults","188","254","214","656"
"Pfizer","free state","12-17 Years","43","69","0","112"
"Pfizer","free state","Adults","45","63","101","209"
"Pfizer","gauteng","12-17 Years","72","44","0","116"
"Pfizer","gauteng","Adults","236","270","300","806"
"Pfizer","kwazulu-natal","12-17 Years","105","99","0","204"
"Pfizer","kwazulu-natal","Adults","172","151","98","421"
"Pfizer","limpopo","12-17 Years","158","225","0","383"
"Pfizer","limpopo","Adults","145","159","168","472"
"Pfizer","mpumalanga","12-17 Years","167","110","0","277"
"Pfizer","mpumalanga","Adults","139","74","46","259"
"Pfizer","northern cape","12-17 Years","1","10","0","11"
"Pfizer","northern cape","Adults","40","30","33","103"
"Pfizer","north west","12-17 Years","8","24","0","32"
"Pfizer","north west","Adults","33","51","72","156"
"Pfizer","western cape","12-17 Years","11","121","0","132"
"Pfizer","western cape","Adults","61","109","124","294"
