"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","85","0","154","239"
"Janssen Vaccines & Prevention B.V","free state","Adults","21","0","109","130"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","278","0","135","413"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","134","0","94","228"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","158","0","244","402"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","125","0","109","234"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","8","0","29","37"
"Janssen Vaccines & Prevention B.V","north west","Adults","45","0","60","105"
"Janssen Vaccines & Prevention B.V","western cape","Adults","84","0","33","117"
"Pfizer","eastern cape","12-17 Years","34","38","0","72"
"Pfizer","eastern cape","Adults","186","246","314","746"
"Pfizer","free state","12-17 Years","17","11","0","28"
"Pfizer","free state","Adults","36","63","115","214"
"Pfizer","gauteng","12-17 Years","49","39","0","88"
"Pfizer","gauteng","Adults","234","231","200","665"
"Pfizer","kwazulu-natal","12-17 Years","31","15","0","46"
"Pfizer","kwazulu-natal","Adults","109","112","108","329"
"Pfizer","limpopo","12-17 Years","51","34","0","85"
"Pfizer","limpopo","Adults","124","125","170","419"
"Pfizer","mpumalanga","12-17 Years","29","37","0","66"
"Pfizer","mpumalanga","Adults","92","96","71","259"
"Pfizer","northern cape","12-17 Years","2","0","0","2"
"Pfizer","northern cape","Adults","27","20","26","73"
"Pfizer","north west","12-17 Years","4","2","0","6"
"Pfizer","north west","Adults","41","39","53","133"
"Pfizer","western cape","12-17 Years","15","12","0","27"
"Pfizer","western cape","Adults","104","89","105","298"
