"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","5","0","16","21"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","55","0","40","95"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","94","0","46","140"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","4","0","0","4"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","34","0","18","52"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","11","0","10","21"
"Janssen Vaccines & Prevention B.V","north west","Adults","32","0","57","89"
"Janssen Vaccines & Prevention B.V","western cape","Adults","11","0","3","14"
"Pfizer","eastern cape","12-17 Years","3","6","0","9"
"Pfizer","eastern cape","Adults","17","30","15","62"
"Pfizer","free state","12-17 Years","1","0","0","1"
"Pfizer","free state","Adults","4","0","4","8"
"Pfizer","gauteng","12-17 Years","25","42","0","67"
"Pfizer","gauteng","Adults","119","196","175","490"
"Pfizer","kwazulu-natal","12-17 Years","11","18","0","29"
"Pfizer","kwazulu-natal","Adults","82","103","92","277"
"Pfizer","limpopo","12-17 Years","4","2","0","6"
"Pfizer","limpopo","Adults","14","23","15","52"
"Pfizer","mpumalanga","12-17 Years","6","4","0","10"
"Pfizer","mpumalanga","Adults","14","28","33","75"
"Pfizer","northern cape","12-17 Years","1","1","0","2"
"Pfizer","northern cape","Adults","1","2","8","11"
"Pfizer","north west","12-17 Years","3","1","0","4"
"Pfizer","north west","Adults","14","23","38","75"
"Pfizer","western cape","12-17 Years","10","17","0","27"
"Pfizer","western cape","Adults","17","22","78","117"
