"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","5"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","55"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","94"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","4"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","34"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","11"
"Janssen Vaccines & Prevention B.V","north west","Adults","32"
"Janssen Vaccines & Prevention B.V","western cape","Adults","11"
"Pfizer","eastern cape","12-17 Years","6"
"Pfizer","eastern cape","Adults","30"
"Pfizer","free state","12-17 Years","0"
"Pfizer","free state","Adults","0"
"Pfizer","gauteng","12-17 Years","42"
"Pfizer","gauteng","Adults","196"
"Pfizer","kwazulu-natal","12-17 Years","18"
"Pfizer","kwazulu-natal","Adults","103"
"Pfizer","limpopo","12-17 Years","2"
"Pfizer","limpopo","Adults","23"
"Pfizer","mpumalanga","12-17 Years","4"
"Pfizer","mpumalanga","Adults","28"
"Pfizer","northern cape","12-17 Years","1"
"Pfizer","northern cape","Adults","2"
"Pfizer","north west","12-17 Years","1"
"Pfizer","north west","Adults","23"
"Pfizer","western cape","12-17 Years","17"
"Pfizer","western cape","Adults","22"
