"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","35"
"Janssen Vaccines & Prevention B.V","free state","Adults","25"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","286"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","135"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","75"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","120"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","23"
"Janssen Vaccines & Prevention B.V","north west","Adults","40"
"Janssen Vaccines & Prevention B.V","western cape","Adults","84"
"Pfizer","eastern cape","12-17 Years","260"
"Pfizer","eastern cape","Adults","135"
"Pfizer","free state","12-17 Years","36"
"Pfizer","free state","Adults","67"
"Pfizer","gauteng","12-17 Years","74"
"Pfizer","gauteng","Adults","227"
"Pfizer","kwazulu-natal","12-17 Years","63"
"Pfizer","kwazulu-natal","Adults","130"
"Pfizer","limpopo","12-17 Years","216"
"Pfizer","limpopo","Adults","97"
"Pfizer","mpumalanga","12-17 Years","132"
"Pfizer","mpumalanga","Adults","53"
"Pfizer","northern cape","12-17 Years","86"
"Pfizer","northern cape","Adults","14"
"Pfizer","north west","12-17 Years","8"
"Pfizer","north west","Adults","28"
"Pfizer","western cape","12-17 Years","34"
"Pfizer","western cape","Adults","103"
