"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","915562"
"Janssen Vaccines & Prevention B.V","free state","Adults","486355"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1540136"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1238771"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1077341"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","824539"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","215266"
"Janssen Vaccines & Prevention B.V","north west","Adults","712518"
"Janssen Vaccines & Prevention B.V","western cape","Adults","749260"
"Pfizer","eastern cape","12-17 Years","95950"
"Pfizer","eastern cape","Adults","1122878"
"Pfizer","free state","12-17 Years","77781"
"Pfizer","free state","Adults","590535"
"Pfizer","gauteng","12-17 Years","170266"
"Pfizer","gauteng","Adults","3380993"
"Pfizer","kwazulu-natal","12-17 Years","121920"
"Pfizer","kwazulu-natal","Adults","1643027"
"Pfizer","limpopo","12-17 Years","92159"
"Pfizer","limpopo","Adults","874994"
"Pfizer","mpumalanga","12-17 Years","46623"
"Pfizer","mpumalanga","Adults","471053"
"Pfizer","northern cape","12-17 Years","11932"
"Pfizer","northern cape","Adults","193238"
"Pfizer","north west","12-17 Years","52648"
"Pfizer","north west","Adults","538252"
"Pfizer","western cape","12-17 Years","52618"
"Pfizer","western cape","Adults","1859873"
