"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","1","0","0","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","13","0","1","14"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","11","0","0","11"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","6","0","3","9"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","1","0","4","5"
"Pfizer","eastern cape","Adults","0","0","0","0"
"Pfizer","gauteng","12-17 Years","2","5","0","7"
"Pfizer","gauteng","Adults","12","9","15","36"
"Pfizer","kwazulu-natal","12-17 Years","4","0","0","4"
"Pfizer","kwazulu-natal","Adults","3","2","2","7"
"Pfizer","limpopo","Adults","0","1","0","1"
"Pfizer","mpumalanga","Adults","0","0","4","4"
"Pfizer","north west","12-17 Years","1","0","0","1"
"Pfizer","north west","Adults","6","1","3","10"
"Pfizer","western cape","Adults","0","0","2","2"
