"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","0"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","0"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","0"
"Pfizer","eastern cape","Adults","0"
"Pfizer","gauteng","12-17 Years","5"
"Pfizer","gauteng","Adults","9"
"Pfizer","kwazulu-natal","12-17 Years","0"
"Pfizer","kwazulu-natal","Adults","2"
"Pfizer","limpopo","Adults","1"
"Pfizer","mpumalanga","Adults","0"
"Pfizer","north west","12-17 Years","0"
"Pfizer","north west","Adults","1"
"Pfizer","western cape","Adults","0"
