"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","103179"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","120086"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72254"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107771"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51495"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","166220"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212552"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90993"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81367"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76117"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153703"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144842"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33437"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","329235"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","562826"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102910"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","469882"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108193"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80226"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","346627"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58833"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","64101"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102919"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67840"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","142189"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102899"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97665"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97134"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98946"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275659"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245835"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187375"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","245429"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","137063"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","417432"
