"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","863677","0","155295","1018972"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465070","0","95629","560699"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1435433","0","214320","1649753"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1164869","0","184964","1349833"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1057173","0","159785","1216958"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","818065","0","132472","950537"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208784","0","35577","244361"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","695943","0","117512","813455"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","664099","0","113457","777556"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137609","0","65388","202997"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94508","0","40023","134531"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34188","0","17016","51204"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21928","0","7152","29080"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23484","0","8966","32450"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94620","0","61527","156147"
"Pfizer","National","eastern cape","Adults","1368484","1152083","258350","2778917"
"Pfizer","National","eastern cape","12-17 Years","301942","127389","0","429331"
"Pfizer","National","free state","12-17 Years","167692","80169","0","247861"
"Pfizer","National","free state","Adults","686864","603320","145767","1435951"
"Pfizer","National","gauteng","12-17 Years","380287","168040","25","548352"
"Pfizer","National","gauteng","Adults","3956774","3429008","693375","8079157"
"Pfizer","National","kwazulu-natal","Adults","2015611","1676730","341204","4033545"
"Pfizer","National","kwazulu-natal","12-17 Years","288866","132256","12","421134"
"Pfizer","National","limpopo","Adults","1065145","892656","181876","2139677"
"Pfizer","National","limpopo","12-17 Years","291108","102194","2","393304"
"Pfizer","National","mpumalanga","12-17 Years","147972","56010","0","203982"
"Pfizer","National","mpumalanga","Adults","588020","483833","110257","1182110"
"Pfizer","National","northern cape","12-17 Years","37025","15772","0","52797"
"Pfizer","National","northern cape","Adults","230576","196686","37535","464797"
"Pfizer","National","north west","12-17 Years","148623","52377","4","201004"
"Pfizer","National","north west","Adults","633383","546626","115577","1295586"
"Pfizer","National","western cape","12-17 Years","129652","54674","3","184329"
"Pfizer","National","western cape","Adults","2138893","1878006","496200","4513099"
