"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","355","0","631","986"
"Janssen Vaccines & Prevention B.V","free state","Adults","189","0","486","675"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1126","0","836","1962"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","485","0","570","1055"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","460","0","819","1279"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","549","0","645","1194"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","108","0","218","326"
"Janssen Vaccines & Prevention B.V","north west","Adults","189","0","336","525"
"Janssen Vaccines & Prevention B.V","western cape","Adults","348","0","448","796"
"Pfizer","eastern cape","12-17 Years","820","581","0","1401"
"Pfizer","eastern cape","Adults","316","485","1024","1825"
"Pfizer","free state","12-17 Years","521","388","0","909"
"Pfizer","free state","Adults","199","340","552","1091"
"Pfizer","gauteng","12-17 Years","815","714","0","1529"
"Pfizer","gauteng","Adults","1163","1649","1928","4740"
"Pfizer","kwazulu-natal","12-17 Years","713","492","0","1205"
"Pfizer","kwazulu-natal","Adults","710","888","955","2553"
"Pfizer","limpopo","12-17 Years","1753","809","0","2562"
"Pfizer","limpopo","Adults","271","421","789","1481"
"Pfizer","mpumalanga","12-17 Years","501","562","0","1063"
"Pfizer","mpumalanga","Adults","211","300","418","929"
"Pfizer","northern cape","12-17 Years","254","108","0","362"
"Pfizer","northern cape","Adults","127","133","184","444"
"Pfizer","north west","12-17 Years","299","139","0","438"
"Pfizer","north west","Adults","126","234","332","692"
"Pfizer","western cape","12-17 Years","170","175","0","345"
"Pfizer","western cape","Adults","417","729","1355","2501"
