"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","67"
"Janssen Vaccines & Prevention B.V","free state","Adults","21"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","245"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","129"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","65"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","95"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","21"
"Janssen Vaccines & Prevention B.V","north west","Adults","39"
"Janssen Vaccines & Prevention B.V","western cape","Adults","88"
"Pfizer","eastern cape","12-17 Years","401"
"Pfizer","eastern cape","Adults","223"
"Pfizer","free state","12-17 Years","88"
"Pfizer","free state","Adults","55"
"Pfizer","gauteng","12-17 Years","63"
"Pfizer","gauteng","Adults","240"
"Pfizer","kwazulu-natal","12-17 Years","36"
"Pfizer","kwazulu-natal","Adults","153"
"Pfizer","limpopo","12-17 Years","86"
"Pfizer","limpopo","Adults","61"
"Pfizer","mpumalanga","12-17 Years","203"
"Pfizer","mpumalanga","Adults","61"
"Pfizer","northern cape","12-17 Years","89"
"Pfizer","northern cape","Adults","14"
"Pfizer","north west","12-17 Years","2"
"Pfizer","north west","Adults","21"
"Pfizer","western cape","12-17 Years","26"
"Pfizer","western cape","Adults","96"
