"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","158"
"Janssen Vaccines & Prevention B.V","free state","Adults","24"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","342"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","158"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","138"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","94"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","17"
"Janssen Vaccines & Prevention B.V","north west","Adults","66"
"Janssen Vaccines & Prevention B.V","western cape","Adults","55"
"Pfizer","eastern cape","12-17 Years","62"
"Pfizer","eastern cape","Adults","165"
"Pfizer","free state","12-17 Years","8"
"Pfizer","free state","Adults","55"
"Pfizer","gauteng","12-17 Years","46"
"Pfizer","gauteng","Adults","345"
"Pfizer","kwazulu-natal","12-17 Years","19"
"Pfizer","kwazulu-natal","Adults","157"
"Pfizer","limpopo","12-17 Years","78"
"Pfizer","limpopo","Adults","150"
"Pfizer","mpumalanga","12-17 Years","54"
"Pfizer","mpumalanga","Adults","66"
"Pfizer","northern cape","12-17 Years","7"
"Pfizer","northern cape","Adults","27"
"Pfizer","north west","12-17 Years","10"
"Pfizer","north west","Adults","75"
"Pfizer","western cape","12-17 Years","2"
"Pfizer","western cape","Adults","68"
