"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","49"
"Janssen Vaccines & Prevention B.V","free state","Adults","30"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","140"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","70"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","33"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","44"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","15"
"Janssen Vaccines & Prevention B.V","north west","Adults","11"
"Janssen Vaccines & Prevention B.V","western cape","Adults","21"
"Pfizer","eastern cape","12-17 Years","26"
"Pfizer","eastern cape","Adults","52"
"Pfizer","free state","12-17 Years","19"
"Pfizer","free state","Adults","16"
"Pfizer","gauteng","12-17 Years","92"
"Pfizer","gauteng","Adults","370"
"Pfizer","kwazulu-natal","12-17 Years","40"
"Pfizer","kwazulu-natal","Adults","154"
"Pfizer","limpopo","12-17 Years","10"
"Pfizer","limpopo","Adults","48"
"Pfizer","mpumalanga","12-17 Years","4"
"Pfizer","mpumalanga","Adults","41"
"Pfizer","northern cape","12-17 Years","9"
"Pfizer","northern cape","Adults","59"
"Pfizer","north west","12-17 Years","33"
"Pfizer","north west","Adults","49"
"Pfizer","western cape","12-17 Years","36"
"Pfizer","western cape","Adults","64"
