"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","825581","0","84072","909653"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","447827","0","57091","504918"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1334729","0","142632","1477361"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1091437","0","111930","1203367"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1012441","0","85811","1098252"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","758516","0","72039","830555"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","198811","0","17530","216341"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","669706","0","75603","745309"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","634735","0","81968","716703"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60848","0","24220","85068"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24386","0","12199","36585"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137184","0","65356","202540"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94468","0","40020","134488"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34177","0","17016","51193"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21868","0","7150","29018"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9462","0","4455","13917"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23462","0","8964","32426"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94509","0","61526","156035"
"Pfizer","National","eastern cape","Adults","1298495","1078963","149906","2527364"
"Pfizer","National","eastern cape","12-17 Years","230720","49826","0","280546"
"Pfizer","National","free state","12-17 Years","156234","56525","0","212759"
"Pfizer","National","free state","Adults","651529","566367","92791","1310687"
"Pfizer","National","gauteng","12-17 Years","362501","129978","6","492485"
"Pfizer","National","gauteng","Adults","3804315","3266969","506144","7577428"
"Pfizer","National","kwazulu-natal","Adults","1898670","1561770","237281","3697721"
"Pfizer","National","kwazulu-natal","12-17 Years","231372","67456","4","298832"
"Pfizer","National","limpopo","Adults","1009881","842493","111436","1963810"
"Pfizer","National","limpopo","12-17 Years","225166","59888","0","285054"
"Pfizer","National","mpumalanga","12-17 Years","122424","29043","0","151467"
"Pfizer","National","mpumalanga","Adults","547892","447294","67615","1062801"
"Pfizer","National","northern cape","12-17 Years","24108","7411","0","31519"
"Pfizer","National","northern cape","Adults","216917","184855","22803","424575"
"Pfizer","National","north west","12-17 Years","140924","37435","0","178359"
"Pfizer","National","north west","Adults","602814","517361","78866","1199041"
"Pfizer","National","western cape","12-17 Years","129769","47493","1","177263"
"Pfizer","National","western cape","Adults","2083320","1819686","382155","4285161"
