"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","919811"
"Janssen Vaccines & Prevention B.V","free state","Adults","488102"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1553894"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1249663"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1082818"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","832867"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216420"
"Janssen Vaccines & Prevention B.V","north west","Adults","715141"
"Janssen Vaccines & Prevention B.V","western cape","Adults","753305"
"Pfizer","eastern cape","12-17 Years","113944"
"Pfizer","eastern cape","Adults","1136174"
"Pfizer","free state","12-17 Years","79962"
"Pfizer","free state","Adults","597552"
"Pfizer","gauteng","12-17 Years","170673"
"Pfizer","gauteng","Adults","3405999"
"Pfizer","kwazulu-natal","12-17 Years","133699"
"Pfizer","kwazulu-natal","Adults","1662213"
"Pfizer","limpopo","12-17 Years","98634"
"Pfizer","limpopo","Adults","883234"
"Pfizer","mpumalanga","12-17 Years","51672"
"Pfizer","mpumalanga","Adults","477475"
"Pfizer","northern cape","12-17 Years","14593"
"Pfizer","northern cape","Adults","194870"
"Pfizer","north west","12-17 Years","52807"
"Pfizer","north west","Adults","541696"
"Pfizer","western cape","12-17 Years","54076"
"Pfizer","western cape","Adults","1869730"
