"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","44"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","195"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","157"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","14"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","11"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","1"
"Janssen Vaccines & Prevention B.V","north west","Adults","117"
"Janssen Vaccines & Prevention B.V","western cape","Adults","7"
"Pfizer","eastern cape","12-17 Years","32"
"Pfizer","eastern cape","Adults","15"
"Pfizer","free state","12-17 Years","2"
"Pfizer","gauteng","12-17 Years","49"
"Pfizer","gauteng","Adults","199"
"Pfizer","kwazulu-natal","12-17 Years","77"
"Pfizer","kwazulu-natal","Adults","162"
"Pfizer","limpopo","12-17 Years","19"
"Pfizer","limpopo","Adults","28"
"Pfizer","mpumalanga","12-17 Years","0"
"Pfizer","mpumalanga","Adults","5"
"Pfizer","northern cape","Adults","4"
"Pfizer","north west","12-17 Years","24"
"Pfizer","north west","Adults","89"
"Pfizer","western cape","12-17 Years","2"
"Pfizer","western cape","Adults","4"
