"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","151","36","187"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14418","5482","19900"
"National","eastern cape","Amathole DM","Public Health","Male","12341","4514","16855"
"National","eastern cape","A Nzo DM","Public Health","Female","32384","17014","49398"
"National","eastern cape","A Nzo DM","Public Health","Male","28560","13205","41765"
"National","eastern cape","Buffalo City MM","Private Health","Female","2820","1154","3974"
"National","eastern cape","Buffalo City MM","Private Health","Male","2296","890","3186"
"National","eastern cape","Buffalo City MM","Public Health","Female","16456","9517","25973"
"National","eastern cape","Buffalo City MM","Public Health","Male","12983","6683","19666"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","155","76","231"
"National","eastern cape","C Hani DM","Public Health","Female","13790","3608","17398"
"National","eastern cape","C Hani DM","Public Health","Male","11100","2630","13730"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","653","362","1015"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","493","216","709"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7830","2714","10544"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7000","2194","9194"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4045","2036","6081"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3667","1705","5372"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15803","6492","22295"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12282","4603","16885"
"National","eastern cape","O Tambo DM","Private Health","Female","308","119","427"
"National","eastern cape","O Tambo DM","Private Health","Male","244","112","356"
"National","eastern cape","O Tambo DM","Public Health","Female","43737","17008","60745"
"National","eastern cape","O Tambo DM","Public Health","Male","36698","12701","49399"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1566","1076","2642"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1360","816","2176"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9598","5375","14973"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8056","4002","12058"
"National","free state","Fezile Dabi DM","Private Health","Female","471","340","811"
"National","free state","Fezile Dabi DM","Private Health","Male","447","282","729"
"National","free state","Fezile Dabi DM","Public Health","Female","13156","5017","18173"
"National","free state","Fezile Dabi DM","Public Health","Male","10751","3637","14388"
"National","free state","Lejweleputswa DM","Private Health","Female","3747","1444","5191"
"National","free state","Lejweleputswa DM","Private Health","Male","2996","1086","4082"
"National","free state","Lejweleputswa DM","Public Health","Female","14016","5278","19294"
"National","free state","Lejweleputswa DM","Public Health","Male","12028","3729","15757"
"National","free state","Mangaung MM","Private Health","Female","2950","1923","4873"
"National","free state","Mangaung MM","Private Health","Male","2425","1453","3878"
"National","free state","Mangaung MM","Public Health","Female","23385","13848","37233"
"National","free state","Mangaung MM","Public Health","Male","20886","11189","32075"
"National","free state","T Mofutsanyana DM","Private Health","Female","1837","1118","2955"
"National","free state","T Mofutsanyana DM","Private Health","Male","1575","909","2484"
"National","free state","T Mofutsanyana DM","Public Health","Female","26709","15419","42128"
"National","free state","T Mofutsanyana DM","Public Health","Male","22958","11636","34594"
"National","free state","Xhariep DM","Public Health","Female","4248","1194","5442"
"National","free state","Xhariep DM","Public Health","Male","3473","814","4287"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10721","6536","17257"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9894","5587","15481"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40616","15237","55853"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32172","11160","43332"
"National","gauteng","Johannesburg MM","Private Health","Female","25208","13626","38834"
"National","gauteng","Johannesburg MM","Private Health","Male","23022","11857","34879"
"National","gauteng","Johannesburg MM","Public Health","Female","46108","16749","62857"
"National","gauteng","Johannesburg MM","Public Health","Male","37369","13100","50469"
"National","gauteng","Sedibeng DM","Private Health","Female","1577","1005","2582"
"National","gauteng","Sedibeng DM","Private Health","Male","1411","683","2094"
"National","gauteng","Sedibeng DM","Public Health","Female","13692","5873","19565"
"National","gauteng","Sedibeng DM","Public Health","Male","10807","4522","15329"
"National","gauteng","Tshwane MM","Private Health","Female","11406","6569","17975"
"National","gauteng","Tshwane MM","Private Health","Male","10864","5957","16821"
"National","gauteng","Tshwane MM","Public Health","Female","39854","18635","58489"
"National","gauteng","Tshwane MM","Public Health","Male","30852","13122","43974"
"National","gauteng","West Rand DM","Private Health","Female","2164","1494","3658"
"National","gauteng","West Rand DM","Private Health","Male","1804","1222","3026"
"National","gauteng","West Rand DM","Public Health","Female","17411","8797","26208"
"National","gauteng","West Rand DM","Public Health","Male","14247","6579","20826"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","210","71","281"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","183","56","239"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6502","2817","9319"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4199","1740","5939"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11689","6868","18557"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10914","6109","17023"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14419","5536","19955"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11769","4448","16217"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","352","163","515"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","341","133","474"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12934","7743","20677"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10113","5607","15720"
"National","kwazulu-natal","iLembe DM","Private Health","Female","541","329","870"
"National","kwazulu-natal","iLembe DM","Private Health","Male","479","276","755"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8282","4119","12401"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4893","2205","7098"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","328","131","459"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","303","92","395"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12305","5025","17330"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7996","3067","11063"
"National","kwazulu-natal","Ugu DM","Private Health","Female","893","552","1445"
"National","kwazulu-natal","Ugu DM","Private Health","Male","711","422","1133"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12318","5137","17455"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7969","2773","10742"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1597","832","2429"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1484","757","2241"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12544","4953","17497"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8755","3069","11824"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","24","6","30"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20382","10290","30672"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12911","5410","18321"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","57","18","75"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","33","13","46"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14792","6302","21094"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9113","3430","12543"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","280","120","400"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","181","75","256"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15166","6844","22010"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10241","4018","14259"
"National","kwazulu-natal","Zululand DM","Private Health","Female","59","7","66"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","23994","12796","36790"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17264","8099","25363"
"National","limpopo","Capricorn DM","Private Health","Female","2575","1380","3955"
"National","limpopo","Capricorn DM","Private Health","Male","2109","1039","3148"
"National","limpopo","Capricorn DM","Public Health","Female","34443","14129","48572"
"National","limpopo","Capricorn DM","Public Health","Male","29633","10701","40334"
"National","limpopo","Mopani DM","Private Health","Female","954","470","1424"
"National","limpopo","Mopani DM","Private Health","Male","835","395","1230"
"National","limpopo","Mopani DM","Public Health","Female","36382","12591","48973"
"National","limpopo","Mopani DM","Public Health","Male","29926","9059","38985"
"National","limpopo","Sekhukhune DM","Private Health","Female","886","463","1349"
"National","limpopo","Sekhukhune DM","Private Health","Male","888","359","1247"
"National","limpopo","Sekhukhune DM","Public Health","Female","25500","9577","35077"
"National","limpopo","Sekhukhune DM","Public Health","Male","24973","8064","33037"
"National","limpopo","Vhembe DM","Private Health","Female","5832","2473","8305"
"National","limpopo","Vhembe DM","Private Health","Male","4019","1455","5474"
"National","limpopo","Vhembe DM","Public Health","Female","32289","10253","42542"
"National","limpopo","Vhembe DM","Public Health","Male","26881","7325","34206"
"National","limpopo","Waterberg DM","Private Health","Female","1235","510","1745"
"National","limpopo","Waterberg DM","Private Health","Male","1119","433","1552"
"National","limpopo","Waterberg DM","Public Health","Female","16534","6523","23057"
"National","limpopo","Waterberg DM","Public Health","Male","13763","4772","18535"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","2006","936","2942"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1709","834","2543"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","46005","19027","65032"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","35059","12331","47390"
"National","mpumalanga","G Sibande DM","Private Health","Female","694","266","960"
"National","mpumalanga","G Sibande DM","Private Health","Male","590","246","836"
"National","mpumalanga","G Sibande DM","Public Health","Female","15399","5991","21390"
"National","mpumalanga","G Sibande DM","Public Health","Male","11868","4062","15930"
"National","mpumalanga","Nkangala DM","Private Health","Female","1049","439","1488"
"National","mpumalanga","Nkangala DM","Private Health","Male","1005","396","1401"
"National","mpumalanga","Nkangala DM","Public Health","Female","16006","6156","22162"
"National","mpumalanga","Nkangala DM","Public Health","Male","16665","5143","21808"
"National","northern cape","Frances Baard DM","Private Health","Female","1228","619","1847"
"National","northern cape","Frances Baard DM","Private Health","Male","1167","503","1670"
"National","northern cape","Frances Baard DM","Public Health","Female","6377","3101","9478"
"National","northern cape","Frances Baard DM","Public Health","Male","5148","2309","7457"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","315","196","511"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","272","143","415"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3273","1202","4475"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2539","898","3437"
"National","northern cape","Namakwa DM","Private Health","Female","167","98","265"
"National","northern cape","Namakwa DM","Private Health","Male","152","71","223"
"National","northern cape","Namakwa DM","Public Health","Female","1546","570","2116"
"National","northern cape","Namakwa DM","Public Health","Male","1226","432","1658"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3594","1592","5186"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2749","1143","3892"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","315","109","424"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","262","76","338"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3661","1555","5216"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2900","1094","3994"
"National","north west","Bojanala Platinum DM","Private Health","Female","2432","1169","3601"
"National","north west","Bojanala Platinum DM","Private Health","Male","2212","961","3173"
"National","north west","Bojanala Platinum DM","Public Health","Female","29799","12308","42107"
"National","north west","Bojanala Platinum DM","Public Health","Male","24546","8994","33540"
"National","north west","Dr K Kaunda DM","Private Health","Female","1347","659","2006"
"National","north west","Dr K Kaunda DM","Private Health","Male","1143","530","1673"
"National","north west","Dr K Kaunda DM","Public Health","Female","12583","4424","17007"
