"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","3"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","29"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","3"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","3"
"Janssen Vaccines & Prevention B.V","north west","Adults","13"
"Janssen Vaccines & Prevention B.V","western cape","Adults","0"
"Pfizer","free state","Adults","29"
"Pfizer","gauteng","12-17 Years","1"
"Pfizer","gauteng","Adults","8"
"Pfizer","kwazulu-natal","12-17 Years","0"
"Pfizer","kwazulu-natal","Adults","6"
"Pfizer","mpumalanga","Adults","1"
"Pfizer","north west","12-17 Years","5"
"Pfizer","north west","Adults","20"
