"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","103128"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","120041"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72238"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107690"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51483"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","166160"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212454"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90974"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81351"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76108"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153690"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144838"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33432"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","328927"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","562429"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102901"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","469766"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108165"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80205"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","346456"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58828"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","64069"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102917"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67838"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","142077"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102888"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97660"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97123"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98933"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275597"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245791"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187323"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","245373"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","137013"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","417255"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189703"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232777"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","72014"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41927"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16383"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28293"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59595"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","297835"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109477"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201288"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110610"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","435459"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121748"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6839"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78237"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47550"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68741"
"Pfizer","eastern cape","Amathole DM","12-17 Years","10153"
"Pfizer","eastern cape","Amathole DM","Adults","149021"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","30955"
"Pfizer","eastern cape","A Nzo DM","Adults","104713"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","18289"
"Pfizer","eastern cape","Buffalo City MM","Adults","214610"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6415"
"Pfizer","eastern cape","C Hani DM","Adults","119082"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5482"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56064"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14856"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","276571"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29950"
"Pfizer","eastern cape","O Tambo DM","Adults","137570"
"Pfizer","eastern cape","Sarah Baartman DM","12-17 Years","11264"
"Pfizer","eastern cape","Sarah Baartman DM","Adults","93932"
"Pfizer","free state","Fezile Dabi DM","12-17 Years","9265"
"Pfizer","free state","Fezile Dabi DM","Adults","94047"
"Pfizer","free state","Lejweleputswa DM","12-17 Years","11527"
"Pfizer","free state","Lejweleputswa DM","Adults","154394"
"Pfizer","free state","Mangaung MM","12-17 Years","28405"
"Pfizer","free state","Mangaung MM","Adults","202107"
"Pfizer","free state","T Mofutsanyana DM","12-17 Years","29052"
"Pfizer","free state","T Mofutsanyana DM","Adults","138243"
"Pfizer","free state","Xhariep DM","12-17 Years","2009"
"Pfizer","free state","Xhariep DM","Adults","14316"
"Pfizer","gauteng","Ekurhuleni MM","12-17 Years","38483"
"Pfizer","gauteng","Ekurhuleni MM","Adults","809395"
"Pfizer","gauteng","Johannesburg MM","12-17 Years","55299"
"Pfizer","gauteng","Johannesburg MM","Adults","1495421"
"Pfizer","gauteng","Sedibeng DM","12-17 Years","12061"
"Pfizer","gauteng","Sedibeng DM","Adults","155418"
"Pfizer","gauteng","Tshwane MM","12-17 Years","44252"
"Pfizer","gauteng","Tshwane MM","Adults","732416"
"Pfizer","gauteng","West Rand DM","12-17 Years","18082"
"Pfizer","gauteng","West Rand DM","Adults","235326"
"Pfizer","kwazulu-natal","Amajuba DM","12-17 Years","4686"
"Pfizer","kwazulu-natal","Amajuba DM","Adults","50141"
"Pfizer","kwazulu-natal","eThekwini MM","12-17 Years","22942"
"Pfizer","kwazulu-natal","eThekwini MM","Adults","771716"
"Pfizer","kwazulu-natal","Harry Gwala DM","12-17 Years","13639"
"Pfizer","kwazulu-natal","Harry Gwala DM","Adults","68458"
"Pfizer","kwazulu-natal","iLembe DM","12-17 Years","6923"
"Pfizer","kwazulu-natal","iLembe DM","Adults","99052"
"Pfizer","kwazulu-natal","King Cetshwayo DM","12-17 Years","8297"
"Pfizer","kwazulu-natal","King Cetshwayo DM","Adults","92906"
"Pfizer","kwazulu-natal","Ugu DM","12-17 Years","8868"
"Pfizer","kwazulu-natal","Ugu DM","Adults","134961"
"Pfizer","kwazulu-natal","uMgungundlovu DM","12-17 Years","9660"
"Pfizer","kwazulu-natal","uMgungundlovu DM","Adults","214122"
"Pfizer","kwazulu-natal","Umkhanyakude DM","12-17 Years","15703"
"Pfizer","kwazulu-natal","Umkhanyakude DM","Adults","59352"
"Pfizer","kwazulu-natal","Umzinyathi DM","12-17 Years","9753"
"Pfizer","kwazulu-natal","Umzinyathi DM","Adults","42928"
"Pfizer","kwazulu-natal","Uthukela DM","12-17 Years","11046"
"Pfizer","kwazulu-natal","Uthukela DM","Adults","57886"
"Pfizer","kwazulu-natal","Zululand DM","12-17 Years","20882"
"Pfizer","kwazulu-natal","Zululand DM","Adults","84704"
"Pfizer","limpopo","Capricorn DM","12-17 Years","27341"
"Pfizer","limpopo","Capricorn DM","Adults","194547"
"Pfizer","limpopo","Mopani DM","12-17 Years","22548"
"Pfizer","limpopo","Mopani DM","Adults","177198"
"Pfizer","limpopo","Sekhukhune DM","12-17 Years","18466"
"Pfizer","limpopo","Sekhukhune DM","Adults","144177"
"Pfizer","limpopo","Vhembe DM","12-17 Years","21503"
"Pfizer","limpopo","Vhembe DM","Adults","204913"
"Pfizer","limpopo","Waterberg DM","12-17 Years","12240"
"Pfizer","limpopo","Waterberg DM","Adults","171419"
"Pfizer","mpumalanga","Ehlanzeni DM","12-17 Years","33271"
"Pfizer","mpumalanga","Ehlanzeni DM","Adults","202740"
"Pfizer","mpumalanga","G Sibande DM","12-17 Years","10609"
"Pfizer","mpumalanga","G Sibande DM","Adults","138420"
"Pfizer","mpumalanga","Nkangala DM","12-17 Years","12116"
"Pfizer","mpumalanga","Nkangala DM","Adults","142407"
"Pfizer","northern cape","Frances Baard DM","12-17 Years","6530"
"Pfizer","northern cape","Frances Baard DM","Adults","69926"
"Pfizer","northern cape","J T Gaetsewe DM","12-17 Years","2462"
"Pfizer","northern cape","J T Gaetsewe DM","Adults","35790"
"Pfizer","northern cape","Namakwa DM","12-17 Years","1170"
"Pfizer","northern cape","Namakwa DM","Adults","26256"
"Pfizer","northern cape","Pixley ka Seme DM","12-17 Years","2733"
"Pfizer","northern cape","Pixley ka Seme DM","Adults","26119"
"Pfizer","northern cape","ZF Mgcawu DM","12-17 Years","2865"
"Pfizer","northern cape","ZF Mgcawu DM","Adults","38512"
"Pfizer","north west","Bojanala Platinum DM","12-17 Years","23517"
"Pfizer","north west","Bojanala Platinum DM","Adults","276574"
"Pfizer","north west","Dr K Kaunda DM","12-17 Years","8915"
"Pfizer","north west","Dr K Kaunda DM","Adults","138394"
"Pfizer","north west","Ngaka Modiri Molema DM","12-17 Years","12958"
"Pfizer","north west","Ngaka Modiri Molema DM","Adults","96056"
"Pfizer","north west","Ruth Segomotsi Mompati DM","12-17 Years","7012"
"Pfizer","north west","Ruth Segomotsi Mompati DM","Adults","35283"
"Pfizer","western cape","Cape Town MM","12-17 Years","36949"
"Pfizer","western cape","Cape Town MM","Adults","1308644"
"Pfizer","western cape","Cape Winelands DM","12-17 Years","7525"
"Pfizer","western cape","Cape Winelands DM","Adults","235638"
"Pfizer","western cape","Central Karoo DM","12-17 Years","661"
"Pfizer","western cape","Central Karoo DM","Adults","14508"
"Pfizer","western cape","Garden Route DM","12-17 Years","4539"
"Pfizer","western cape","Garden Route DM","Adults","148827"
"Pfizer","western cape","Overberg DM","12-17 Years","1779"
"Pfizer","western cape","Overberg DM","Adults","79854"
"Pfizer","western cape","West Coast DM","12-17 Years","3315"
"Pfizer","western cape","West Coast DM","Adults","90292"
