"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","90","0","317","407"
"Janssen Vaccines & Prevention B.V","free state","Adults","54","0","121","175"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","320","0","212","532"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","257","0","223","480"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","199","0","324","523"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","185","0","238","423"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","16","0","17","33"
"Janssen Vaccines & Prevention B.V","north west","Adults","64","0","65","129"
"Janssen Vaccines & Prevention B.V","western cape","Adults","81","0","54","135"
"Pfizer","eastern cape","12-17 Years","779","901","0","1680"
"Pfizer","eastern cape","Adults","228","358","388","974"
"Pfizer","free state","12-17 Years","96","147","0","243"
"Pfizer","free state","Adults","91","181","275","547"
"Pfizer","gauteng","12-17 Years","83","117","0","200"
"Pfizer","gauteng","Adults","407","412","476","1295"
"Pfizer","kwazulu-natal","12-17 Years","153","185","0","338"
"Pfizer","kwazulu-natal","Adults","336","387","242","965"
"Pfizer","limpopo","12-17 Years","399","145","0","544"
"Pfizer","limpopo","Adults","196","243","206","645"
"Pfizer","mpumalanga","12-17 Years","272","148","0","420"
"Pfizer","mpumalanga","Adults","119","116","94","329"
"Pfizer","northern cape","12-17 Years","64","86","0","150"
"Pfizer","northern cape","Adults","25","29","13","67"
"Pfizer","north west","12-17 Years","28","6","0","34"
"Pfizer","north west","Adults","35","47","47","129"
"Pfizer","western cape","12-17 Years","138","65","0","203"
"Pfizer","western cape","Adults","138","134","269","541"
