"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","90"
"Janssen Vaccines & Prevention B.V","free state","Adults","54"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","320"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","257"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","199"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","185"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","16"
"Janssen Vaccines & Prevention B.V","north west","Adults","64"
"Janssen Vaccines & Prevention B.V","western cape","Adults","81"
"Pfizer","eastern cape","12-17 Years","901"
"Pfizer","eastern cape","Adults","358"
"Pfizer","free state","12-17 Years","147"
"Pfizer","free state","Adults","181"
"Pfizer","gauteng","12-17 Years","117"
"Pfizer","gauteng","Adults","412"
"Pfizer","kwazulu-natal","12-17 Years","185"
"Pfizer","kwazulu-natal","Adults","387"
"Pfizer","limpopo","12-17 Years","145"
"Pfizer","limpopo","Adults","243"
"Pfizer","mpumalanga","12-17 Years","148"
"Pfizer","mpumalanga","Adults","116"
"Pfizer","northern cape","12-17 Years","86"
"Pfizer","northern cape","Adults","29"
"Pfizer","north west","12-17 Years","6"
"Pfizer","north west","Adults","47"
"Pfizer","western cape","12-17 Years","65"
"Pfizer","western cape","Adults","134"
