"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","47"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","11"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","8"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","11"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","7"
"Janssen Vaccines & Prevention B.V","north west","Adults","8"
"Janssen Vaccines & Prevention B.V","western cape","Adults","12"
"Pfizer","eastern cape","12-17 Years","50"
"Pfizer","eastern cape","Adults","5"
"Pfizer","free state","Adults","2"
"Pfizer","gauteng","12-17 Years","12"
"Pfizer","gauteng","Adults","37"
"Pfizer","kwazulu-natal","12-17 Years","1"
"Pfizer","kwazulu-natal","Adults","4"
"Pfizer","limpopo","12-17 Years","0"
"Pfizer","limpopo","Adults","2"
"Pfizer","mpumalanga","12-17 Years","0"
"Pfizer","mpumalanga","Adults","2"
"Pfizer","northern cape","12-17 Years","18"
"Pfizer","northern cape","Adults","11"
"Pfizer","north west","12-17 Years","3"
"Pfizer","north west","Adults","29"
"Pfizer","western cape","12-17 Years","4"
"Pfizer","western cape","Adults","13"
