"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","33"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","10"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","10"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","8"
"Janssen Vaccines & Prevention B.V","north west","Adults","11"
"Janssen Vaccines & Prevention B.V","western cape","Adults","15"
"Pfizer","eastern cape","12-17 Years","1"
"Pfizer","eastern cape","Adults","6"
"Pfizer","free state","12-17 Years","0"
"Pfizer","free state","Adults","0"
"Pfizer","gauteng","12-17 Years","7"
"Pfizer","gauteng","Adults","49"
"Pfizer","kwazulu-natal","12-17 Years","3"
"Pfizer","kwazulu-natal","Adults","10"
"Pfizer","limpopo","12-17 Years","1"
"Pfizer","limpopo","Adults","3"
"Pfizer","mpumalanga","Adults","14"
"Pfizer","northern cape","12-17 Years","1"
"Pfizer","northern cape","Adults","1"
"Pfizer","north west","12-17 Years","5"
"Pfizer","north west","Adults","17"
"Pfizer","western cape","12-17 Years","2"
"Pfizer","western cape","Adults","12"
